label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	dataset	ref	region	seed	method	printref	tool
0.03	0.03	7586240	2311620000	973493	2136680	0.780243	0.999579	0.886271	0.999077	0.886271	0.998661	0.830911	0.829884	119.7296	00:01:59	929.24	1069.76	925.5	925.97	918.36	0.04	0	mouse	NA	NA	16	de_novo	NA	mothur
0.03	0.03	7587970	2311620000	968614	2134950	0.780421	0.999581	0.886799	0.999077	0.886799	0.998664	0.831255	0.830216	121.5233	00:02:01	929.23	1069.76	925.48	925.96	0	0.04	0	mouse	NA	NA	17	de_novo	NA	mothur
0.03	0.03	7578440	2311630000	959515	2144480	0.779441	0.999585	0.887618	0.999073	0.887618	0.998663	0.831117	0.83002	122.3934	00:02:02	929.24	1069.76	925.49	926.1	8.61	0.04	0	mouse	NA	NA	18	de_novo	NA	mothur
0.03	0.03	7576600	2311640000	954644	2146320	0.779251	0.999587	0.8881	0.999072	0.8881	0.998665	0.831242	0.83012300000000006	98.3202	00:01:38	929.23	1069.76	925.57	926.36	926.12	0.03	0	mouse	NA	NA	19	de_novo	NA	mothur
0.03	0.03	7583470	2311630000	964489	2139450	0.779958	0.999583	0.887167	0.999075	0.887167	0.998663	0.831181	0.830116	98.7588	00:01:38	929.23	1069.76	925.57	926.13	0	0.04	0	mouse	NA	NA	20	de_novo	NA	mothur
0.03	0.03	7572640	2311630000	963170	2150280	0.778844	0.999584	0.887161	0.999071	0.887161	0.998659	0.830583	0.829482	120.6567	00:02:00	929.23	1069.76	925.48	926.31	2.33	0.04	0	mouse	NA	NA	21	de_novo	NA	mothur
0.03	0.03	7582570	2311630000	961353	2140350	0.779865	0.999584	0.887481	0.999075	0.887481	0.998664	0.83128	0.8302	109.0243	00:01:49	929.26	1069.76	925.53	926.43	0	3.04	0	mouse	NA	NA	22	de_novo	NA	mothur
0.03	0.03	7588850	2311620000	970377	2134070	0.780511	0.99958	0.886628	0.999078	0.886628	0.998663	0.831223	0.830192	122.0278	00:02:02	929.23	1069.76	925.49	925.92	834.42	0.04	0	mouse	NA	NA	23	de_novo	NA	mothur
0.03	0.03	7592100	2311620000	974668	2130820	0.780846	0.999579	0.886227	0.999079	0.886227	0.998663	0.831212	0.830205	142.2593	00:02:22	929.23	1069.76	925.49	926.02	920.63	0.05	0	mouse	NA	NA	24	de_novo	NA	mothur
0.03	0.03	7598430	2311610000	984890	2124490	0.781497	0.999574	0.885255	0.999082	0.885255	0.998661	0.831102	0.830146	110.1121	00:01:50	929.23	1069.76	926.77	927.07	0	0.04	0	mouse	NA	NA	25	de_novo	NA	mothur
0.03	0.03	7578670	2311630000	956794	2144250	0.779464	0.999586	0.887904	0.999073	0.887904	0.998665	0.831264	0.830158	113.1462	00:01:53	929.24	1069.76	925.57	926	926.81	0.04	0	mouse	NA	NA	26	de_novo	NA	mothur
0.03	0.03	7590860	2311610000	976780	2132060	0.780718	0.999578	0.885992	0.999079	0.885992	0.998661	0.831034	0.83003	103.9687	00:01:43	929.23	1069.76	925.57	926	923.06	0.03	0	mouse	NA	NA	27	de_novo	NA	mothur
0.03	0.03	7583080	2311630000	962427	2139840	0.779918	0.999584	0.887376	0.999075	0.887376	0.998664	0.831259	0.830184	123.9746	00:02:03	929.23	1069.76	925.57	926.38	0	0.05	0	mouse	NA	NA	28	de_novo	NA	mothur
0.03	0.03	7573460	2311640000	949977	2149460	0.778929	0.999589	0.888545	0.999071	0.888545	0.998665	0.831279	0.830134	121.3916	00:02:01	929.24	1069.76	925.49	926.15	0	0.05	0	mouse	NA	NA	29	de_novo	NA	mothur
0.03	0.03	7583320	2311630000	964409	2139600	0.779943	0.999583	0.887174	0.999075	0.887174	0.998663	0.831176	0.83011	114.8884	00:01:54	929.24	1069.76	925.57	926.17	923.99	0.04	0	mouse	NA	NA	30	de_novo	NA	mothur
0.03	0.03	7599890	2311610000	985029	2123030	0.781647	0.999574	0.88526	0.999082	0.88526	0.998662	0.831184	0.830233	113.1657	00:01:53	929.23	1069.76	925.57	926.41	918.78	0.05	0	mouse	NA	NA	31	de_novo	NA	mothur
0.03	0.03	7591070	2311620000	973410	2131850	0.78074	0.999579	0.886343	0.999079	0.886343	0.998663	0.831211	0.830197	121.2724	00:02:01	929.23	1069.76	925.49	926.44	6.45	0.04	0	mouse	NA	NA	32	de_novo	NA	mothur
0.03	0.03	7570800	2311640000	950742	2152110	0.778656	0.999589	0.888431	0.99907	0.888431	0.998664	0.831079	0.829929	99.7517	00:01:39	929.23	1069.76	926.77	927.03	931.8	0.03	0	mouse	NA	NA	33	de_novo	NA	mothur
0.03	0.03	7587790	2311620000	968239	2135130	0.780402	0.999581	0.886835	0.999077	0.886835	0.998664	0.831263	0.830222	149.9941	00:02:29	929.24	1069.76	925.56	926	922.11	0.04	0	mouse	NA	NA	34	de_novo	NA	mothur
0.03	0.03	7595960	2311610000	979924	2126950	0.781243	0.999576	0.885735	0.999081	0.885735	0.998662	0.831193	0.830214	121.2052	00:02:01	929.24	1069.76	925.57	926	925.52	0.04	0	mouse	NA	NA	35	de_novo	NA	mothur
0.03	0.03	7588120	2311620000	970737	2134800	0.780436	0.99958	0.886581	0.999077	0.886581	0.998663	0.831161	0.830129	108.8481	00:01:48	929.27	1069.76	925.49	925.99	8.47	2.99	0	mouse	NA	NA	36	de_novo	NA	mothur
0.03	0.03	7583420	2311630000	964027	2139500	0.779953	0.999583	0.887215	0.999075	0.887215	0.998664	0.831201	0.830133	107.1785	00:01:47	929.23	1069.76	925.57	926.04	0	3.02	0	mouse	NA	NA	37	de_novo	NA	mothur
0.03	0.03	7582000	2311620000	966550	2140920	0.779807	0.999582	0.886934	0.999075	0.886934	0.998662	0.830991	0.829928	107.6813	00:01:47	929.22	1069.76	925.56	926.13	0	3	0	mouse	NA	NA	38	de_novo	NA	mothur
0.03	0.03	7609830	2311590000	998677	2113080	0.78267	0.999568	0.88399	0.999087	0.88399	0.99866	0.831129	0.83025	122.8479	00:02:02	929.23	1069.76	925.57	926.17	923.32	0.04	0	mouse	NA	NA	39	de_novo	NA	mothur
0.03	0.03	7580180	2311630000	964794	2142740	0.77962	0.999583	0.887092	0.999074	0.887092	0.998662	0.830965	0.829891	97.8426	00:01:37	929.23	1069.76	925.56	926.37	0	0.04	0	mouse	NA	NA	40	de_novo	NA	mothur
0.03	0.03	7553590	2311650000	938748	2169330	0.776885	0.999594	0.889459	0.999062	0.889459	0.998662	0.830613	0.829369	114.0922	00:01:54	929.24	1069.76	925.49	926.17	0	0.07	0	mouse	NA	NA	41	de_novo	NA	mothur
0.03	0.03	7583600	2311630000	964866	2139320	0.779972	0.999583	0.88713	0.999075	0.88713	0.998663	0.831171	0.830107	110.4275	00:01:50	929.23	1069.76	925.57	926.17	925.32	0.04	0	mouse	NA	NA	42	de_novo	NA	mothur
0.03	0.03	7558920	2311640000	947992	2164000	0.777433	0.99959	0.888562	0.999065	0.888562	0.99866	0.830486	0.829291	111.1207	00:01:51	929.23	1069.76	926.8	927.27	918.78	0.05	0	mouse	NA	NA	43	de_novo	NA	mothur
0.03	0.03	7577310	2311620000	966956	2145610	0.779325	0.999582	0.88683	0.999073	0.88683	0.99866	0.830684	0.829609	108.4293	00:01:48	929.27	1069.76	925.57	926.08	918.78	2.99	0	mouse	NA	NA	44	de_novo	NA	mothur
0.03	0.03	7576430	2311630000	960313	2146490	0.779234	0.999585	0.887508	0.999072	0.887508	0.998662	0.830955	0.829854	119.2126	00:01:59	929.23	1069.76	925.56	926	918.78	0.08	0	mouse	NA	NA	45	de_novo	NA	mothur
0.03	0.03	7598590	2311610000	982842	2124320	0.781514	0.999575	0.885469	0.999082	0.885469	0.998662	0.831211	0.83025	109.2964	00:01:49	929.27	1069.76	925.61	926.42	924.97	2.99	0	mouse	NA	NA	46	de_novo	NA	mothur
0.03	0.03	7583680	2311620000	966687	2139240	0.77998	0.999582	0.886942	0.999075	0.886942	0.998663	0.831087	0.830029	101.1909	00:01:41	929.23	1069.76	925.48	926.07	918.78	0.04	0	mouse	NA	NA	47	de_novo	NA	mothur
0.03	0.03	7577990	2311640000	955128	2144930	0.779394	0.999587	0.888068	0.999073	0.888068	0.998665	0.831304	0.83019	107.008	00:01:47	929.24	1069.76	925.57	926.34	931.8	2.99	0	mouse	NA	NA	48	de_novo	NA	mothur
0.03	0.03	7586830	2311620000	973940	2136090	0.780304	0.999579	0.886232	0.999077	0.886232	0.998661	0.830925	0.829901	101.0449	00:01:41	929.24	1069.76	925.5	926.33	926.63	0.03	0	mouse	NA	NA	49	de_novo	NA	mothur
0.03	0.03	7589220	2311620000	970809	2133700	0.78055	0.99958	0.886588	0.999078	0.886588	0.998663	0.831225	0.830197	98.7753	00:01:38	929.23	1069.76	925.48	925.96	0	0.04	0	mouse	NA	NA	50	de_novo	NA	mothur
0.03	0.03	7576630	2311640000	954526	2146290	0.779255	0.999587	0.888113	0.999072	0.888113	0.998665	0.83125	0.83013	111.9725	00:01:51	929.23	1069.76	925.57	926.13	924.04	0.04	0	mouse	NA	NA	51	de_novo	NA	mothur
0.03	0.03	7588300	2311620000	974343	2134610	0.780455	0.999579	0.88621	0.999077	0.88621	0.998661	0.830996	0.829978	98.6519	00:01:38	929.23	1069.76	925.57	926.39	0	0.05	0	mouse	NA	NA	52	de_novo	NA	mothur
0.03	0.03	7582010	2311630000	961644	2140910	0.779808	0.999584	0.887443	0.999075	0.887443	0.998664	0.831231	0.830151	112.6847	00:01:52	929.23	1069.76	925.57	926.01	923.31	0.04	0	mouse	NA	NA	53	de_novo	NA	mothur
0.03	0.03	7582980	2311630000	964892	2139940	0.779908	0.999583	0.887119	0.999075	0.887119	0.998663	0.831132	0.830066	133.1743	00:02:13	929.23	1069.76	925.49	925.96	1.88	0.04	0	mouse	NA	NA	54	de_novo	NA	mothur
0.03	0.03	7577390	2311640000	954444	2145530	0.779333	0.999587	0.888131	0.999073	0.888131	0.998665	0.831301	0.830183	100.3583	00:01:40	929.23	1069.76	925.57	926.41	927.15	0.03	0	mouse	NA	NA	55	de_novo	NA	mothur
0.03	0.03	7585680	2311630000	965263	2137240	0.780186	0.999583	0.887116	0.999076	0.887116	0.998664	0.831279	0.830222	136.1138	00:02:16	929.23	1069.76	925.49	926.16	6.34	3	0	mouse	NA	NA	56	de_novo	NA	mothur
0.03	0.03	7594940	2311610000	979625	2127980	0.781138	0.999576	0.885752	0.99908	0.885752	0.998662	0.831144	0.830162	109.6025	00:01:49	929.27	1069.76	925.53	926.13	0	3.03	0	mouse	NA	NA	57	de_novo	NA	mothur
0.03	0.03	7556200	2311650000	944285	2166720	0.777153	0.999592	0.888914	0.999064	0.888914	0.99866	0.830501	0.829285	110.2502	00:01:50	929.23	1069.76	925.57	926.2	923.04	0.04	0	mouse	NA	NA	58	de_novo	NA	mothur
0.03	0.03	7606130	2311600000	993089	2116790	0.782288	0.999571	0.884514	0.999085	0.884514	0.998661	0.831174	0.830266	110.2499	00:01:50	929.24	1069.76	925.5	926.36	924.8	0.04	0	mouse	NA	NA	59	de_novo	NA	mothur
0.03	0.03	7593550	2311610000	979791	2129360	0.780995	0.999576	0.885717	0.99908	0.885717	0.998661	0.831052	0.830066	130.1655	00:02:10	929.23	1069.76	925.57	926	923.48	0.04	0	mouse	NA	NA	60	de_novo	NA	mothur
0.03	0.03	7584960	2311630000	964442	2137960	0.780111	0.999583	0.887192	0.999076	0.887192	0.998664	0.831275	0.830213	114.1721	00:01:54	929.23	1069.76	925.56	926.39	925.61	0.04	0	mouse	NA	NA	61	de_novo	NA	mothur
0.03	0.03	7574020	2311640000	953365	2148900	0.778986	0.999588	0.8882	0.999071	0.8882	0.998664	0.831147	0.830016	110.134	00:01:50	929.23	1069.76	925.57	926.39	0	0.07	0	mouse	NA	NA	62	de_novo	NA	mothur
0.03	0.03	7576380	2311630000	958453	2146540	0.779229	0.999586	0.887701	0.999072	0.887701	0.998663	0.831043	0.829936	120.416	00:02:00	929.23	1069.76	925.48	926.31	1.79	0.04	0	mouse	NA	NA	63	de_novo	NA	mothur
0.03	0.03	7574850	2311640000	952179	2148060	0.779072	0.999588	0.888334	0.999072	0.888334	0.998665	0.831257	0.83012300000000006	118.0967	00:01:58	929.23	1069.76	925.49	926.43	0	0.05	0	mouse	NA	NA	64	de_novo	NA	mothur
0.03	0.03	7581390	2311630000	961983	2141520	0.779745	0.999584	0.8874	0.999074	0.8874	0.998664	0.831177	0.830097	114.0553	00:01:54	929.23	1069.76	925.48	926.09	0	0.05	0	mouse	NA	NA	65	de_novo	NA	mothur
0.03	0.03	7584710	2311630000	964800	2138200	0.780086	0.999583	0.887151	0.999076	0.887151	0.998664	0.831242	0.830181	128.1337	00:02:08	929.23	1069.76	925.49	926	172.88	0.04	0	mouse	NA	NA	66	de_novo	NA	mothur
0.03	0.03	7571610	2311640000	953910	2151310	0.778739	0.999588	0.888111	0.99907	0.888111	0.998663	0.830973	0.829837	150.9709	00:02:30	929.24	1069.76	926.82	927.34	931.8	0.05	0	mouse	NA	NA	67	de_novo	NA	mothur
0.03	0.03	7583980	2311630000	962464	2138930	0.780011	0.999584	0.887384	0.999076	0.887384	0.998665	0.831312	0.830241	110.5364	00:01:50	929.23	1069.76	926.63	926.91	918.78	0.05	0	mouse	NA	NA	68	de_novo	NA	mothur
0.03	0.03	7589200	2311620000	968590	2133710	0.780548	0.999581	0.886818	0.999078	0.886818	0.998664	0.831332	0.830296	110.3189	00:01:50	929.23	1069.76	925.48	926.36	0	0.04	0	mouse	NA	NA	69	de_novo	NA	mothur
0.03	0.03	7577020	2311630000	956721	2145900	0.779295	0.999586	0.88789	0.999073	0.88789	0.998664	0.831167	0.830055	111.953	00:01:51	929.23	1069.76	925.56	926.13	918.78	0.05	0	mouse	NA	NA	70	de_novo	NA	mothur
0.03	0.03	7578150	2311620000	967540	2144770	0.779411	0.999582	0.88678	0.999073	0.88678	0.99866	0.83070600000000006	0.829636	111.7415	00:01:51	929.24	1069.76	925.57	926	0	0.05	0	mouse	NA	NA	71	de_novo	NA	mothur
0.03	0.03	7585420	2311620000	967926	2137500	0.780159	0.999581	0.886837	0.999076	0.886837	0.998663	0.831133	0.830084	98.5511	00:01:38	929.23	1069.76	925.56	926.47	0	0.04	0	mouse	NA	NA	72	de_novo	NA	mothur
0.03	0.03	7573340	2311630000	956927	2149580	0.778916	0.999586	0.88782	0.999071	0.88782	0.998662	0.830931	0.82981	98.2128	00:01:38	929.24	1069.76	925.57	926.18	0	0.05	0	mouse	NA	NA	73	de_novo	NA	mothur
0.03	0.03	7591980	2311620000	971232	2130930	0.780834	0.99958	0.886581	0.999079	0.886581	0.998664	0.831373	0.830354	146.8869	00:02:26	929.23	1069.76	925.54	926.32	926.81	0.04	0	mouse	NA	NA	74	de_novo	NA	mothur
0.03	0.03	7581630	2311630000	959687	2141290	0.779769	0.999585	0.887642	0.999075	0.887642	0.998665	0.831304	0.830216	124.3142	00:02:04	929.23	1069.76	925.49	926.12	918.78	0.04	0	mouse	NA	NA	75	de_novo	NA	mothur
0.03	0.03	7586070	2311620000	967791	2136850	0.780225	0.999582	0.886859	0.999076	0.886859	0.998663	0.831179	0.830132	126.2397	00:02:06	929.23	1069.76	925.48	926	749.23	0.04	0	mouse	NA	NA	76	de_novo	NA	mothur
0.03	0.03	7564510	2311640000	953576	2158410	0.778008	0.999588	0.888053	0.999067	0.888053	0.99866	0.830554	0.829396	110.3935	00:01:50	929.23	1069.76	926.78	927.13	0	0.05	0	mouse	NA	NA	77	de_novo	NA	mothur
0.03	0.03	7582610	2311630000	962998	2140310	0.77987	0.999584	0.887311	0.999075	0.887311	0.998664	0.831202	0.830128	109.8718	00:01:49	929.23	1069.76	926.77	927.04	918.78	0.05	0	mouse	NA	NA	78	de_novo	NA	mothur
0.03	0.03	7586280	2311620000	967202	2136630	0.780248	0.999582	0.886923	0.999077	0.886923	0.998663	0.831221	0.830173	109.6745	00:01:49	929.26	1069.76	925.56	926.07	923.05	2.99	0	mouse	NA	NA	79	de_novo	NA	mothur
0.03	0.03	7591420	2311620000	972180	2131490	0.780776	0.99958	0.886475	0.999079	0.886475	0.998664	0.831293	0.830275	99.8185	00:01:39	929.24	1069.76	925.49	926.06	927.4	0.03	0	mouse	NA	NA	80	de_novo	NA	mothur
0.03	0.03	7585420	2311620000	970601	2137500	0.780159	0.99958	0.886559	0.999076	0.886559	0.998662	0.831002	0.829963	114.02	00:01:54	929.24	1069.76	925.5	926.17	923.06	0.04	0	mouse	NA	NA	81	de_novo	NA	mothur
0.03	0.03	7600280	2311610000	984441	2122640	0.781687	0.999574	0.885326	0.999083	0.885326	0.998662	0.831237	0.830285	130.2235	00:02:10	929.23	1069.76	925.5	926.36	931.52	0.04	0	mouse	NA	NA	82	de_novo	NA	mothur
0.03	0.03	7571380	2311640000	949431	2151540	0.778715	0.999589	0.888575	0.99907	0.888575	0.998665	0.831179	0.830026	122.3672	00:02:02	929.23	1069.76	925.48	925.92	90.71	0.04	0	mouse	NA	NA	83	de_novo	NA	mothur
0.03	0.03	7585020	2311630000	964633	2137890	0.780118	0.999583	0.887173	0.999076	0.887173	0.998664	0.83127	0.830209	120.9606	00:02:00	929.23	1069.76	925.49	926.02	0	0.05	0	mouse	NA	NA	84	de_novo	NA	mothur
0.03	0.03	7592470	2311610000	977900	2130450	0.780884	0.999577	0.885898	0.999079	0.885898	0.998662	0.831078	0.830083	121.3166	00:02:01	929.23	1069.76	925.57	925.94	0	0.05	0	mouse	NA	NA	85	de_novo	NA	mothur
0.03	0.03	7559580	2311650000	945119	2163330	0.777502	0.999591	0.888871	0.999065	0.888871	0.998661	0.830668	0.829465	99.7867	00:01:39	929.23	1069.76	925.57	926.34	928.22	0.03	0	mouse	NA	NA	86	de_novo	NA	mothur
0.03	0.03	7561980	2311640000	947993	2160940	0.777748	0.99959	0.888602	0.999066	0.888602	0.998661	0.830673	0.829488	141.3981	00:02:21	929.23	1069.76	925.48	926.09	5.63	0.04	0	mouse	NA	NA	87	de_novo	NA	mothur
0.03	0.03	7588200	2311620000	969493	2134720	0.78044500000000006	0.999581	0.886711	0.999077	0.886711	0.998663	0.831226	0.830191	111.9799	00:01:51	929.23	1069.76	925.48	926.38	918.78	0.05	0	mouse	NA	NA	88	de_novo	NA	mothur
0.03	0.03	7586950	2311620000	966819	2135970	0.780316	0.999582	0.886972	0.999077	0.886972	0.998664	0.831281	0.830233	115.253	00:01:55	929.24	1069.76	925.57	926.39	926.4	0.04	0	mouse	NA	NA	89	de_novo	NA	mothur
0.03	0.03	7583450	2311630000	962442	2139460	0.779957	0.999584	0.88738	0.999075	0.88738	0.998664	0.831281	0.830208	105.3289	00:01:45	929.24	1069.76	925.57	926	923.08	0.03	0	mouse	NA	NA	90	de_novo	NA	mothur
0.03	0.03	7580570	2311630000	960807	2142340	0.77966	0.999585	0.887512	0.999074	0.887512	0.998664	0.831184	0.830097	126.9741	00:02:06	929.23	1069.76	925.49	925.95	923.27	0.03	0	mouse	NA	NA	91	de_novo	NA	mothur
0.03	0.03	7571610	2311630000	960318	2151300	0.778739	0.999585	0.887444	0.99907	0.887444	0.99866	0.830659	0.829546	108.2244	00:01:48	929.28	1069.76	925.57	926	920.24	2.99	0	mouse	NA	NA	92	de_novo	NA	mothur
0.03	0.03	7573610	2311630000	961342	2149300	0.778944	0.999584	0.887364	0.999071	0.887364	0.998661	0.830732	0.829627	99.0159	00:01:39	929.23	1069.76	925.49	926.43	926.96	0.03	0	mouse	NA	NA	93	de_novo	NA	mothur
0.03	0.03	7578280	2311630000	960071	2144630	0.779425	0.999585	0.887558	0.999073	0.887558	0.998663	0.83108	0.829984	165.4564	00:02:45	929.23	1069.76	925.49	926.09	2.91	0.05	0	mouse	NA	NA	94	de_novo	NA	mothur
0.03	0.03	7577970	2311630000	958907	2144950	0.779392	0.999585	0.887675	0.999073	0.887675	0.998663	0.831118	0.830017	113.8342	00:01:53	929.23	1069.76	925.49	926	0	0.05	0	mouse	NA	NA	95	de_novo	NA	mothur
0.03	0.03	7595320	2311610000	981126	2127600	0.781177	0.999576	0.885602	0.99908	0.885602	0.998661	0.831095	0.830118	118.8733	00:01:58	929.24	1069.76	925.57	926.45	0	0.05	0	mouse	NA	NA	96	de_novo	NA	mothur
0.03	0.03	7581370	2311630000	965222	2141550	0.779742	0.999583	0.887064	0.999074	0.887064	0.998662	0.831017	0.829948	109.3739	00:01:49	929.27	1069.76	925.61	926.14	925.48	2.99	0	mouse	NA	NA	97	de_novo	NA	mothur
0.03	0.03	7574710	2311640000	952442	2148210	0.779057	0.999588	0.888305	0.999072	0.888305	0.998665	0.831235	0.830102	120.5931	00:02:00	929.23	1069.76	925.5	925.98	926.14	0.04	0	mouse	NA	NA	98	de_novo	NA	mothur
0.03	0.03	7595100	2311610000	981270	2127820	0.781154	0.999576	0.885584	0.99908	0.885584	0.998661	0.831074	0.830098	111.2447	00:01:51	929.23	1069.76	925.5	926.11	921.15	0.04	0	mouse	NA	NA	99	de_novo	NA	mothur
0.03	0.03	7583970	2311630000	965287	2138950	0.78001	0.999583	0.887091	0.999076	0.887091	0.998663	0.831173	0.830111	129.3156	00:02:09	929.23	1069.76	926.7	926.94	918.78	0.05	0	mouse	NA	NA	100	de_novo	NA	mothur
0.03	0.03	8290750	24132300000	1947030	4340320	0.656378	0.999919	0.809819	0.99982	0.809819	0.99974	0.728947	0.725069	198.627	00:03:18	1252.38	1397.02	1248.64	1249.23	528.17	4.2	0	soil	NA	NA	1	de_novo	NA	mothur
0.03	0.03	8325560	24132300000	1986130	4305510	0.659133	0.999918	0.807391	0.999822	0.807391	0.999739	0.729379	0.725768	181.4361	00:03:01	1252.38	1396	1248.71	1249.55	534.83	0.05	0	soil	NA	NA	2	de_novo	NA	mothur
0.03	0.03	8262670	24132400000	1899850	4368390	0.654155	0.999921	0.813053	0.999819	0.813053	0.99974	0.729164	0.725	175.4357	00:02:55	1252.39	1396	1249.92	1250.23	0	0.06	0	soil	NA	NA	3	de_novo	NA	mothur
0.03	0.03	8332490	24132300000	2002060	4298580	0.659682	0.999917	0.806275	0.999822	0.806275	0.999739	0.729178	0.725649	177.1318	00:02:57	1252.38	1396	1248.63	1249.22	525.2	0.06	0	soil	NA	NA	4	de_novo	NA	mothur
0.03	0.03	8276340	24132300000	1919660	4354730	0.655236	0.99992	0.811724	0.99982	0.811724	0.99974	0.72917	0.725134	178.8761	00:02:58	1252.38	1396	1248.71	1249.55	539.49	0.05	0	soil	NA	NA	5	de_novo	NA	mothur
0.03	0.03	8274610	24132300000	1922170	4356450	0.6551	0.99992	0.811493	0.99982	0.811493	0.99974	0.72899	0.724958	172.5397	00:02:52	1252.38	1396	1248.63	1249.25	505.87	0.05	0	soil	NA	NA	6	de_novo	NA	mothur
0.03	0.03	8321180	24132300000	1986270	4309880	0.658787	0.999918	0.807297	0.999821	0.807297	0.999739	0.729145	0.72552	173.349	00:02:53	1252.38	1396	1249.91	1250.28	539.78	0.05	0	soil	NA	NA	7	de_novo	NA	mothur
0.03	0.03	8315250	24132300000	1998780	4315820	0.658317	0.999917	0.806208	0.999821	0.806208	0.999738	0.728393	0.724796	185.3584	00:03:05	1252.38	1396	1248.64	1249.52	535.7	0.05	0	soil	NA	NA	8	de_novo	NA	mothur
0.03	0.03	8325300	24132300000	2004210	4305770	0.659113	0.999917	0.805973	0.999822	0.805973	0.999739	0.728727	0.725182	178.0026	00:02:58	1252.39	1396	1248.71	1249.56	530.45	0.05	0	soil	NA	NA	9	de_novo	NA	mothur
0.03	0.03	8335580	24132300000	2013550	4295490	0.659927	0.999917	0.805438	0.999822	0.805438	0.999739	0.728934	0.725457	176.9125	00:02:56	1252.38	1396	1248.63	1249.11	153.05	0.05	0	soil	NA	NA	10	de_novo	NA	mothur
0.03	0.03	8347310	24132200000	2032800	4283760	0.660855	0.999916	0.804164	0.999823	0.804164	0.999738	0.72887	0.7255	193.08	00:03:13	1252.38	1396	1248.64	1249.14	447.89	0.05	0	soil	NA	NA	11	de_novo	NA	mothur
0.03	0.03	8346400	24132200000	2024490	4284670	0.660783	0.999916	0.804791	0.999822	0.804791	0.999739	0.729114	0.725712	172.5919	00:02:52	1252.38	1396	1249.94	1250.41	0	0.05	0	soil	NA	NA	12	de_novo	NA	mothur
0.03	0.03	8262950	24132400000	1910820	4368120	0.654176	0.999921	0.812182	0.999819	0.812182	0.99974	0.728785	0.724666	175.4804	00:02:55	1252.38	1396	1248.7	1249.23	476.74	0.05	0	soil	NA	NA	13	de_novo	NA	mothur
0.03	0.03	8327300	24132300000	1996340	4303760	0.659272	0.999917	0.806625	0.999822	0.806625	0.999739	0.729109	0.725542	194.4655	00:03:14	1252.38	1396	1248.63	1249.23	266.15	0.05	0	soil	NA	NA	14	de_novo	NA	mothur
0.03	0.03	8320430	24132300000	2004670	4310640	0.658727	0.999917	0.805845	0.999821	0.805845	0.999738	0.728456	0.724897	175.3734	00:02:55	1252.38	1396	1249.84	1250.14	531.74	0.05	0	soil	NA	NA	15	de_novo	NA	mothur
0.03	0.03	8275130	24132300000	1929030	4355940	0.655141	0.99992	0.810956	0.99982	0.810956	0.99974	0.728771	0.724769	243.4461	00:04:03	1252.38	1396	1248.63	1249.22	534.28	0.06	0	soil	NA	NA	16	de_novo	NA	mothur
0.03	0.03	8306200	24132300000	1968860	4324870	0.657601	0.999918	0.808384	0.999821	0.808384	0.999739	0.728979	0.725238	178.4285	00:02:58	1252.38	1396	1248.64	1249.26	535.25	0.05	0	soil	NA	NA	17	de_novo	NA	mothur
0.03	0.03	8306310	24132300000	1968300	4324760	0.657609	0.999918	0.808431	0.999821	0.808431	0.999739	0.729005	0.725262	210.981	00:03:30	1252.38	1396	1248.64	1249.22	526.75	0.06	0	soil	NA	NA	18	de_novo	NA	mothur
0.03	0.03	8304480	24132300000	1959960	4326590	0.657465	0.999919	0.809054	0.999821	0.809054	0.99974	0.729206	0.725425	173.9513	00:02:53	1252.39	1396	1248.71	1249.62	0	0.05	0	soil	NA	NA	19	de_novo	NA	mothur
0.03	0.03	8348910	24132200000	2047200	4282160	0.660982	0.999915	0.80308	0.999823	0.80308	0.999738	0.728448	0.725135	173.9577	00:02:53	1252.38	1396	1249.91	1250.22	533.75	0.05	0	soil	NA	NA	20	de_novo	NA	mothur
0.03	0.03	8334730	24132300000	2002400	4296340	0.65986	0.999917	0.806291	0.999822	0.806291	0.999739	0.729284	0.725763	180.586	00:03:00	1252.38	1396	1248.64	1249.1	478.64	0.05	0	soil	NA	NA	21	de_novo	NA	mothur
0.03	0.03	8332920	24132200000	2024900	4298150	0.659716	0.999916	0.804505	0.999822	0.804505	0.999738	0.728396	0.724952	191.994	00:03:11	1252.38	1396	1248.63	1249.17	508.55	0.05	0	soil	NA	NA	22	de_novo	NA	mothur
0.03	0.03	8329230	24132300000	1991040	4301840	0.659424	0.999918	0.807075	0.999822	0.807075	0.999739	0.729397	0.725816	218.1389	00:03:38	1252.38	1396	1248.71	1249.53	0	0.07	0	soil	NA	NA	23	de_novo	NA	mothur
0.03	0.03	8314390	24132300000	1976910	4316680	0.658249	0.999918	0.807905	0.999821	0.807905	0.999739	0.729122	0.725439	174.673	00:02:54	1252.39	1396	1248.71	1249.38	0	0.05	0	soil	NA	NA	24	de_novo	NA	mothur
0.03	0.03	8368300	24132200000	2063160	4262770	0.662517	0.999915	0.802217	0.999823	0.802217	0.999738	0.728901	0.725705	219.48	00:03:39	1252.39	1396	1248.64	1249.27	84.99	0.06	0	soil	NA	NA	25	de_novo	NA	mothur
