label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	ref	dataset_filter	region	seed	method	tool
0.03	0.03	173976	2970240000	33907	100831	0.633084	0.999989	0.836894	0.999966	0.836894	0.999955	0.727869	0.72086	silva	marine	bact_v4	30	de_novo	mothur
0.03	0.03	173518	2970240000	33515	101289	0.631418	0.999989	0.838118	0.999966	0.838118	0.999955	0.727442	0.720231	silva	marine	bact_v4	31	de_novo	mothur
0.03	0.03	173359	2970240000	33612	101448	0.630839	0.999989	0.8376	0.999966	0.8376	0.999955	0.726884	0.719663	silva	marine	bact_v4	32	de_novo	mothur
0.03	0.03	173969	2970240000	34527	100838	0.633059	0.999988	0.8344	0.999966	0.8344	0.999954	0.726769	0.719917	silva	marine	bact_v4	33	de_novo	mothur
0.03	0.03	174160	2970240000	34252	100647	0.633754	0.999988	0.835652	0.999966	0.835652	0.999955	0.727713	0.720833	silva	marine	bact_v4	34	de_novo	mothur
0.03	0.03	172996	2970240000	32995	101811	0.629518	0.999989	0.839823	0.999966	0.839823	0.999955	0.727085	0.71962	silva	marine	bact_v4	35	de_novo	mothur
0.03	0.03	173357	2970240000	33914	101450	0.630832	0.999989	0.836378	0.999966	0.836378	0.999954	0.726349	0.719207	silva	marine	bact_v4	36	de_novo	mothur
0.03	0.03	174057	2970240000	34070	100750	0.633379	0.999989	0.836302	0.999966	0.836302	0.999955	0.727781	0.720831	silva	marine	bact_v4	37	de_novo	mothur
0.03	0.03	173370	2970240000	33569	101437	0.630879	0.999989	0.83778300000000006	0.999966	0.83778300000000006	0.999955	0.726986	0.719757	silva	marine	bact_v4	38	de_novo	mothur
0.03	0.03	174417	2970240000	34566	100390	0.634689	0.999988	0.834599	0.999966	0.834599	0.999955	0.727791	0.721044	silva	marine	bact_v4	39	de_novo	mothur
0.03	0.03	173891	2970240000	34251	100916	0.632775	0.999988	0.835444	0.999966	0.835444	0.999954	0.727061	0.720122	silva	marine	bact_v4	40	de_novo	mothur
0.03	0.03	173487	2970240000	33398	101320	0.631305	0.999989	0.838567	0.999966	0.838567	0.999955	0.727572	0.720323	silva	marine	bact_v4	41	de_novo	mothur
0.03	0.03	174141	2970240000	34495	100666	0.633685	0.999988	0.834664	0.999966	0.834664	0.999954	0.727243	0.72042	silva	marine	bact_v4	42	de_novo	mothur
0.03	0.03	174345	2970240000	34385	100462	0.634427	0.999988	0.835266	0.999966	0.835266	0.999955	0.727931	0.721124	silva	marine	bact_v4	43	de_novo	mothur
0.03	0.03	173417	2970240000	33731	101390	0.63105	0.999989	0.837165	0.999966	0.837165	0.999955	0.726816	0.71964	silva	marine	bact_v4	44	de_novo	mothur
0.03	0.03	175068	2970240000	35289	99739	0.637058	0.999988	0.832242	0.999966	0.832242	0.999955	0.728118	0.721686	silva	marine	bact_v4	45	de_novo	mothur
0.03	0.03	173661	2970240000	33645	101146	0.631938	0.999989	0.837704	0.999966	0.837704	0.999955	0.727562	0.720416	silva	marine	bact_v4	46	de_novo	mothur
0.03	0.03	173049	2970240000	33413	101758	0.629711	0.999989	0.838164	0.999966	0.838164	0.999954	0.726478	0.719136	silva	marine	bact_v4	47	de_novo	mothur
0.03	0.03	174158	2970240000	34027	100649	0.633747	0.999989	0.836554	0.999966	0.836554	0.999955	0.728102	0.721163	silva	marine	bact_v4	48	de_novo	mothur
0.03	0.03	173894	2970240000	33880	100913	0.632786	0.999989	0.836938	0.999966	0.836938	0.999955	0.727717	0.720683	silva	marine	bact_v4	49	de_novo	mothur
0.03	0.03	172880	2970240000	33093	101927	0.629096	0.999989	0.839333	0.999966	0.839333	0.999955	0.726629	0.719165	silva	marine	bact_v4	50	de_novo	mothur
0.03	0.03	173019	2970240000	33125	101788	0.629602	0.999989	0.839311	0.999966	0.839311	0.999955	0.726912	0.719487	silva	marine	bact_v4	51	de_novo	mothur
0.03	0.03	173155	2970240000	33665	101652	0.630097	0.999989	0.837226	0.999966	0.837226	0.999954	0.726293	0.719042	silva	marine	bact_v4	52	de_novo	mothur
0.03	0.03	173554	2970240000	34122	101253	0.631549	0.999989	0.835696	0.999966	0.835696	0.999954	0.726465	0.71942	silva	marine	bact_v4	53	de_novo	mothur
0.03	0.03	173710	2970240000	34136	101097	0.632116	0.999989	0.835763	0.999966	0.835763	0.999954	0.726821	0.719813	silva	marine	bact_v4	54	de_novo	mothur
0.03	0.03	174989	2970240000	35423	99818	0.636771	0.999988	0.831649	0.999966	0.831649	0.999954	0.727694	0.721278	silva	marine	bact_v4	55	de_novo	mothur
0.03	0.03	173916	2970240000	33879	100891	0.632866	0.999989	0.83696	0.999966	0.83696	0.999955	0.727772	0.720743	silva	marine	bact_v4	56	de_novo	mothur
0.03	0.03	173984	2970240000	33999	100823	0.633113	0.999989	0.83653	0.999966	0.83653	0.999955	0.727727	0.720744	silva	marine	bact_v4	57	de_novo	mothur
0.03	0.03	174439	2970240000	34643	100368	0.634769	0.999988	0.834309	0.999966	0.834309	0.999955	0.72771	0.720988	silva	marine	bact_v4	58	de_novo	mothur
0.03	0.03	174106	2970240000	34162	100701	0.633557	0.999988	0.835971	0.999966	0.835971	0.999955	0.727739	0.720824	silva	marine	bact_v4	59	de_novo	mothur
0.03	0.03	174131	2970240000	34498	100676	0.633648	0.999988	0.834644	0.999966	0.834644	0.999954	0.727214	0.720389	silva	marine	bact_v4	60	de_novo	mothur
0.03	0.03	174513	2970240000	34689	100294	0.635038	0.999988	0.834184	0.999966	0.834184	0.999955	0.72781	0.721115	silva	marine	bact_v4	61	de_novo	mothur
0.03	0.03	174052	2970240000	34204	100755	0.633361	0.999988	0.83576	0.999966	0.83576	0.999955	0.727535	0.720618	silva	marine	bact_v4	62	de_novo	mothur
0.03	0.03	173773	2970240000	33802	101034	0.632346	0.999989	0.837158	0.999966	0.837158	0.999955	0.727559	0.720479	silva	marine	bact_v4	63	de_novo	mothur
0.03	0.03	175139	2970240000	35688	99668	0.637316	0.999988	0.830724	0.999966	0.830724	0.999954	0.727601	0.72128	silva	marine	bact_v4	64	de_novo	mothur
0.03	0.03	173102	2970240000	33421	101705	0.629904	0.999989	0.838173	0.999966	0.838173	0.999955	0.726593	0.719265	silva	marine	bact_v4	65	de_novo	mothur
0.03	0.03	174345	2970240000	34500	100462	0.634427	0.999988	0.834806	0.999966	0.834806	0.999955	0.727731	0.720952	silva	marine	bact_v4	66	de_novo	mothur
0.03	0.03	172194	2970240000	32156	102613	0.6266	0.999989	0.842643	0.999965	0.842643	0.999955	0.726615	0.718737	silva	marine	bact_v4	67	de_novo	mothur
0.03	0.03	174241	2970240000	34297	100566	0.634049	0.999988	0.835536	0.999966	0.835536	0.999955	0.727832	0.72098	silva	marine	bact_v4	68	de_novo	mothur
0.03	0.03	173404	2970240000	33456	101403	0.631003	0.999989	0.838267	0.999966	0.838267	0.999955	0.727268	0.720016	silva	marine	bact_v4	69	de_novo	mothur
0.03	0.03	175347	2970240000	35654	99460	0.638073	0.999988	0.831024	0.999967	0.831024	0.999955	0.728164	0.721878	silva	marine	bact_v4	70	de_novo	mothur
0.03	0.03	174812	2970240000	34867	99995	0.636126	0.999988	0.833712	0.999966	0.833712	0.999955	0.728228	0.721639	silva	marine	bact_v4	71	de_novo	mothur
0.03	0.03	173293	2970240000	33312	101514	0.630599	0.999989	0.838765	0.999966	0.838765	0.999955	0.72725	0.719936	silva	marine	bact_v4	72	de_novo	mothur
0.03	0.03	175344	2970240000	35959	99463	0.638062	0.999988	0.829823	0.999967	0.829823	0.999954	0.727631	0.721417	silva	marine	bact_v4	73	de_novo	mothur
0.03	0.03	173917	2970240000	34168	100890	0.63287	0.999988	0.835798	0.999966	0.835798	0.999955	0.727269	0.720314	silva	marine	bact_v4	74	de_novo	mothur
0.03	0.03	174167	2970240000	34429	100640	0.633779	0.999988	0.834949	0.999966	0.834949	0.999955	0.727422	0.720587	silva	marine	bact_v4	75	de_novo	mothur
0.03	0.03	173582	2970240000	33759	101225	0.631651	0.999989	0.837181	0.999966	0.837181	0.999955	0.727169	0.720036	silva	marine	bact_v4	76	de_novo	mothur
0.03	0.03	173312	2970240000	33736	101495	0.630668	0.999989	0.837062	0.999966	0.837062	0.999954	0.726552	0.719353	silva	marine	bact_v4	77	de_novo	mothur
0.03	0.03	173966	2970240000	34567	100841	0.633048	0.999988	0.834237	0.999966	0.834237	0.999954	0.726692	0.719849	silva	marine	bact_v4	78	de_novo	mothur
0.03	0.03	174219	2970240000	34304	100588	0.633969	0.999988	0.835491	0.999966	0.835491	0.999955	0.727766	0.720911	silva	marine	bact_v4	79	de_novo	mothur
0.03	0.03	174596	2970240000	34624	100211	0.63534	0.999988	0.834509	0.999966	0.834509	0.999955	0.728125	0.721431	silva	marine	bact_v4	80	de_novo	mothur
0.03	0.03	173651	2970240000	33776	101156	0.631902	0.999989	0.837167	0.999966	0.837167	0.999955	0.727307	0.720194	silva	marine	bact_v4	81	de_novo	mothur
0.03	0.03	174160	2970240000	34454	100647	0.633754	0.999988	0.834843	0.999966	0.834843	0.999955	0.727361	0.720531	silva	marine	bact_v4	82	de_novo	mothur
0.03	0.03	173976	2970240000	34216	100831	0.633084	0.999988	0.835652	0.999966	0.835652	0.999955	0.727329	0.720399	silva	marine	bact_v4	83	de_novo	mothur
0.03	0.03	174826	2970240000	35899	99981	0.636177	0.999988	0.829641	0.999966	0.829641	0.999954	0.726476	0.720142	silva	marine	bact_v4	84	de_novo	mothur
0.03	0.03	173991	2970240000	33999	100816	0.633139	0.999989	0.836535	0.999966	0.836535	0.999955	0.727744	0.720763	silva	marine	bact_v4	85	de_novo	mothur
0.03	0.03	174104	2970240000	34084	100703	0.63355	0.999989	0.836283	0.999966	0.836283	0.999955	0.727871	0.720935	silva	marine	bact_v4	86	de_novo	mothur
0.03	0.03	174293	2970240000	34158	100514	0.634238	0.999989	0.836134	0.999966	0.836134	0.999955	0.728201	0.721325	silva	marine	bact_v4	87	de_novo	mothur
0.03	0.03	173974	2970240000	34058	100833	0.633077	0.999989	0.836285	0.999966	0.836285	0.999955	0.7276	0.720629	silva	marine	bact_v4	88	de_novo	mothur
0.03	0.03	172982	2970240000	33053	101825	0.629467	0.999989	0.839576	0.999966	0.839576	0.999955	0.726949	0.719496	silva	marine	bact_v4	89	de_novo	mothur
0.03	0.03	173184	2970240000	33700	101623	0.630202	0.999989	0.837107	0.999966	0.837107	0.999954	0.726303	0.719067	silva	marine	bact_v4	90	de_novo	mothur
0.03	0.03	173231	2970240000	33097	101576	0.630373	0.999989	0.83959	0.999966	0.83959	0.999955	0.727478	0.720093	silva	marine	bact_v4	91	de_novo	mothur
0.03	0.03	173905	2970240000	34296	100902	0.632826	0.999988	0.835275	0.999966	0.835275	0.999954	0.727016	0.720092	silva	marine	bact_v4	92	de_novo	mothur
0.03	0.03	173638	2970240000	33925	101169	0.631854	0.999989	0.836556	0.999966	0.836556	0.999955	0.727015	0.719937	silva	marine	bact_v4	93	de_novo	mothur
0.03	0.03	173882	2970240000	34017	100925	0.632742	0.999989	0.836377	0.999966	0.836377	0.999955	0.727448	0.720447	silva	marine	bact_v4	94	de_novo	mothur
0.03	0.03	174505	2970240000	34653	100302	0.635009	0.999988	0.834321	0.999966	0.834321	0.999955	0.727853	0.721147	silva	marine	bact_v4	95	de_novo	mothur
0.03	0.03	173430	2970240000	33680	101377	0.631097	0.999989	0.837381	0.999966	0.837381	0.999955	0.72693700000000006	0.71975	silva	marine	bact_v4	96	de_novo	mothur
0.03	0.03	173071	2970240000	33449	101736	0.629791	0.999989	0.838035	0.999966	0.838035	0.999954	0.726468	0.719141	silva	marine	bact_v4	97	de_novo	mothur
0.03	0.03	174260	2970240000	34393	100547	0.634118	0.999988	0.835167	0.999966	0.835167	0.999955	0.727711	0.72088700000000006	silva	marine	bact_v4	98	de_novo	mothur
0.03	0.03	174176	2970240000	34424	100631	0.633812	0.999988	0.834976	0.999966	0.834976	0.999955	0.727452	0.720618	silva	marine	bact_v4	99	de_novo	mothur
0.03	0.03	174331	2970240000	34348	100476	0.634376	0.999988	0.835403	0.999966	0.835403	0.999955	0.727962	0.721142	silva	marine	bact_v4	100	de_novo	mothur
0.03	0.03	12749	37125800	2421	6913	0.648408	0.999935	0.840409	0.999814	0.840409	0.999749	0.738073	0.732028	rdp	marine	bact_v4	1	de_novo	mothur
0.03	0.03	12742	37125800	2477	6920	0.648052	0.999933	0.837243	0.999814	0.837243	0.999747	0.736478	0.730598	rdp	marine	bact_v4	2	de_novo	mothur
0.03	0.03	12793	37125700	2533	6869	0.650646	0.999932	0.834725	0.999815	0.834725	0.999747	0.73684	0.731279	rdp	marine	bact_v4	3	de_novo	mothur
0.03	0.03	12745	37125800	2417	6917	0.648205	0.999935	0.840588	0.999814	0.840588	0.999749	0.738036	0.731966	rdp	marine	bact_v4	4	de_novo	mothur
0.03	0.03	12808	37125800	2478	6854	0.651409	0.999933	0.837891	0.999815	0.837891	0.999749	0.73867	0.732975	rdp	marine	bact_v4	5	de_novo	mothur
0.03	0.03	12754	37125800	2464	6908	0.648662	0.999934	0.838086	0.999814	0.838086	0.999748	0.737197	0.731307	rdp	marine	bact_v4	6	de_novo	mothur
0.03	0.03	12671	37125800	2417	6991	0.644441	0.999935	0.839806	0.999812	0.839806	0.999747	0.735547	0.729266	rdp	marine	bact_v4	7	de_novo	mothur
0.03	0.03	12815	37125700	2500	6847	0.651765	0.999933	0.836761	0.999816	0.836761	0.999748	0.738373	0.732767	rdp	marine	bact_v4	8	de_novo	mothur
0.03	0.03	12685	37125900	2372	6977	0.645153	0.999936	0.842465	0.999812	0.842465	0.999748	0.737119	0.730724	rdp	marine	bact_v4	9	de_novo	mothur
0.03	0.03	12711	37125900	2377	6951	0.646475	0.999936	0.842458	0.999813	0.842458	0.999749	0.737871	0.731568	rdp	marine	bact_v4	10	de_novo	mothur
0.03	0.03	12615	37125900	2297	7047	0.641593	0.999938	0.845963	0.99981	0.845963	0.999748	0.736607	0.729739	rdp	marine	bact_v4	11	de_novo	mothur
0.03	0.03	12978	37125500	2762	6684	0.660055	0.999926	0.824524	0.99982	0.824524	0.999746	0.737598	0.733179	rdp	marine	bact_v4	12	de_novo	mothur
0.03	0.03	12803	37125700	2486	6859	0.651155	0.999933	0.837399	0.999815	0.837399	0.999748	0.738309	0.732626	rdp	marine	bact_v4	13	de_novo	mothur
0.03	0.03	12705	37125800	2400	6957	0.64617	0.999935	0.841112	0.999813	0.841112	0.999748	0.737107	0.730865	rdp	marine	bact_v4	14	de_novo	mothur
0.03	0.03	12692	37125900	2359	6970	0.645509	0.999936	0.843266	0.999812	0.843266	0.999749	0.737673	0.731253	rdp	marine	bact_v4	15	de_novo	mothur
0.03	0.03	12614	37125900	2304	7048	0.641542	0.999938	0.845556	0.99981	0.845556	0.999748	0.7364	0.729555	rdp	marine	bact_v4	16	de_novo	mothur
0.03	0.03	12710	37125800	2384	6952	0.646425	0.999936	0.842056	0.999813	0.842056	0.999749	0.737666	0.731385	rdp	marine	bact_v4	17	de_novo	mothur
0.03	0.03	12821	37125700	2551	6841	0.65207	0.999931	0.834049	0.999816	0.834049	0.999747	0.737347	0.731918	rdp	marine	bact_v4	18	de_novo	mothur
0.03	0.03	12778	37125700	2512	6884	0.649883	0.999932	0.83571	0.999815	0.83571	0.999747	0.736842	0.731174	rdp	marine	bact_v4	19	de_novo	mothur
0.03	0.03	12825	37125700	2539	6837	0.652273	0.999932	0.834744	0.999816	0.834744	0.999748	0.73777	0.732313	rdp	marine	bact_v4	20	de_novo	mothur
0.03	0.03	12707	37125900	2352	6955	0.646272	0.999937	0.843814	0.999813	0.843814	0.999749	0.738349	0.731949	rdp	marine	bact_v4	21	de_novo	mothur
0.03	0.03	12838	37125700	2565	6824	0.652935	0.999931	0.833474	0.999816	0.833474	0.999747	0.737581	0.73224	rdp	marine	bact_v4	22	de_novo	mothur
0.03	0.03	12745	37125800	2415	6917	0.648205	0.999935	0.840699	0.999814	0.840699	0.999749	0.738085	0.732009	rdp	marine	bact_v4	23	de_novo	mothur
0.03	0.03	12606	37126000	2252	7056	0.641135	0.999939	0.848432	0.99981	0.848432	0.999749	0.737419	0.730359	rdp	marine	bact_v4	24	de_novo	mothur
0.03	0.03	12666	37125900	2328	6996	0.644187	0.999937	0.844738	0.999812	0.844738	0.999749	0.73756	0.730956	rdp	marine	bact_v4	25	de_novo	mothur
0.03	0.03	12686	37125900	2319	6976	0.645204	0.999938	0.845452	0.999812	0.845452	0.99975	0.738454	0.731878	rdp	marine	bact_v4	26	de_novo	mothur
0.03	0.03	12693	37125900	2327	6969	0.64556	0.999937	0.845073	0.999812	0.845073	0.99975	0.738493	0.731965	rdp	marine	bact_v4	27	de_novo	mothur
0.03	0.03	12697	37125800	2407	6965	0.645763	0.999935	0.840638	0.999812	0.840638	0.999748	0.736667	0.730426	rdp	marine	bact_v4	28	de_novo	mothur
0.03	0.03	12760	37125800	2471	6902	0.648968	0.999933	0.837765	0.999814	0.837765	0.999748	0.737229	0.731379	rdp	marine	bact_v4	29	de_novo	mothur
0.03	0.03	12705	37125900	2348	6957	0.64617	0.999937	0.844018	0.999813	0.844018	0.99975	0.73838	0.73196	rdp	marine	bact_v4	30	de_novo	mothur
0.03	0.03	12737	37125800	2469	6925	0.647798	0.999934	0.83763	0.999814	0.83763	0.999747	0.736504	0.730584	rdp	marine	bact_v4	31	de_novo	mothur
0.03	0.03	12748	37125800	2443	6914	0.648357	0.999934	0.839181	0.999814	0.839181	0.999748	0.737505	0.73153	rdp	marine	bact_v4	32	de_novo	mothur
0.03	0.03	12660	37125900	2372	7002	0.643882	0.999936	0.842203	0.999811	0.842203	0.999748	0.736277	0.729809	rdp	marine	bact_v4	33	de_novo	mothur
0.03	0.03	12802	37125700	2487	6860	0.651104	0.999933	0.837334	0.999815	0.837334	0.999748	0.738251	0.732568	rdp	marine	bact_v4	34	de_novo	mothur
0.03	0.03	12627	37125900	2306	7035	0.642203	0.999938	0.845577	0.999811	0.845577	0.999749	0.736789	0.72999	rdp	marine	bact_v4	35	de_novo	mothur
0.03	0.03	12598	37126000	2271	7064	0.640728	0.999939	0.847266	0.99981	0.847266	0.999749	0.736677	0.729663	rdp	marine	bact_v4	36	de_novo	mothur
0.03	0.03	12636	37125800	2385	7026	0.642661	0.999936	0.841222	0.999811	0.841222	0.999747	0.73515	0.728657	rdp	marine	bact_v4	37	de_novo	mothur
0.03	0.03	12603	37126000	2257	7059	0.640983	0.999939	0.848116	0.99981	0.848116	0.999749	0.737193	0.730143	rdp	marine	bact_v4	38	de_novo	mothur
0.03	0.03	12849	37125700	2547	6813	0.653494	0.999931	0.834567	0.999817	0.834567	0.999748	0.738382	0.733014	rdp	marine	bact_v4	39	de_novo	mothur
0.03	0.03	12604	37126000	2273	7058	0.641033	0.999939	0.847214	0.99981	0.847214	0.999749	0.73683	0.729842	rdp	marine	bact_v4	40	de_novo	mothur
0.03	0.03	12642	37125900	2312	7020	0.642966	0.999938	0.845393	0.999811	0.845393	0.999749	0.737146	0.730414	rdp	marine	bact_v4	41	de_novo	mothur
0.03	0.03	12597	37126000	2257	7065	0.640677	0.999939	0.848054	0.99981	0.848054	0.999749	0.736991	0.729922	rdp	marine	bact_v4	42	de_novo	mothur
0.03	0.03	12610	37125900	2322	7052	0.641339	0.999937	0.844495	0.99981	0.844495	0.999748	0.735821	0.729028	rdp	marine	bact_v4	43	de_novo	mothur
0.03	0.03	12592	37126000	2236	7070	0.640423	0.99994	0.849204	0.99981	0.849204	0.999749	0.737345	0.730183	rdp	marine	bact_v4	44	de_novo	mothur
0.03	0.03	12589	37125800	2389	7073	0.640271	0.999936	0.840499	0.99981	0.840499	0.999745	0.733465	0.726848	rdp	marine	bact_v4	45	de_novo	mothur
0.03	0.03	12699	37125900	2366	6963	0.645865	0.999936	0.842947	0.999812	0.842947	0.999749	0.737737	0.731362	rdp	marine	bact_v4	46	de_novo	mothur
0.03	0.03	12763	37125800	2438	6899	0.64912	0.999934	0.839616	0.999814	0.839616	0.999749	0.73813	0.73218	rdp	marine	bact_v4	47	de_novo	mothur
0.03	0.03	12662	37125900	2303	7000	0.643983	0.999938	0.846108	0.999811	0.846108	0.99975	0.738042	0.731337	rdp	marine	bact_v4	48	de_novo	mothur
0.03	0.03	12753	37125700	2518	6909	0.648612	0.999932	0.835112	0.999814	0.835112	0.999746	0.735857	0.730141	rdp	marine	bact_v4	49	de_novo	mothur
0.03	0.03	12834	37125700	2542	6828	0.652731	0.999932	0.834677	0.999816	0.834677	0.999748	0.737999	0.732576	rdp	marine	bact_v4	50	de_novo	mothur
0.03	0.03	12614	37125900	2357	7048	0.641542	0.999937	0.842562	0.99981	0.842562	0.999747	0.735094	0.728438	rdp	marine	bact_v4	51	de_novo	mothur
0.03	0.03	12641	37125900	2304	7021	0.642915	0.999938	0.845835	0.999811	0.845835	0.999749	0.73731	0.730546	rdp	marine	bact_v4	52	de_novo	mothur
0.03	0.03	12747	37125800	2427	6915	0.648306	0.999935	0.840055	0.999814	0.840055	0.999749	0.73786	0.731829	rdp	marine	bact_v4	53	de_novo	mothur
0.03	0.03	12695	37125900	2372	6967	0.645662	0.999936	0.84257	0.999812	0.84257	0.999749	0.737455	0.731089	rdp	marine	bact_v4	54	de_novo	mothur
0.03	0.03	12663	37125800	2404	6999	0.644034	0.999935	0.840446	0.999812	0.840446	0.999747	0.735595	0.729246	rdp	marine	bact_v4	55	de_novo	mothur
0.03	0.03	12595	37125900	2290	7067	0.640576	0.999938	0.846154	0.99981	0.846154	0.999748	0.736106	0.729152	rdp	marine	bact_v4	56	de_novo	mothur
0.03	0.03	12629	37125900	2314	7033	0.642305	0.999938	0.845145	0.999811	0.845145	0.999748	0.736659	0.729895	rdp	marine	bact_v4	57	de_novo	mothur
0.03	0.03	12719	37125800	2436	6943	0.646882	0.999934	0.839261	0.999813	0.839261	0.999748	0.7367	0.73062	rdp	marine	bact_v4	58	de_novo	mothur
0.03	0.03	12746	37125800	2428	6916	0.648256	0.999935	0.839989	0.999814	0.839989	0.999748	0.737802	0.731772	rdp	marine	bact_v4	59	de_novo	mothur
0.03	0.03	12806	37125700	2508	6856	0.651307	0.999932	0.836228	0.999815	0.836228	0.999748	0.737879	0.732274	rdp	marine	bact_v4	60	de_novo	mothur
0.03	0.03	12765	37125800	2459	6897	0.649222	0.999934	0.838479	0.999814	0.838479	0.999748	0.737687	0.731812	rdp	marine	bact_v4	61	de_novo	mothur
0.03	0.03	12727	37125800	2404	6935	0.647289	0.999935	0.841121	0.999813	0.841121	0.999749	0.737749	0.731584	rdp	marine	bact_v4	62	de_novo	mothur
0.03	0.03	12728	37125800	2411	6934	0.64734	0.999935	0.840742	0.999813	0.840742	0.999748	0.737612	0.731473	rdp	marine	bact_v4	63	de_novo	mothur
0.03	0.03	12701	37125800	2461	6961	0.645967	0.999934	0.837686	0.999813	0.837686	0.999746	0.735487	0.729439	rdp	marine	bact_v4	64	de_novo	mothur
0.03	0.03	12705	37125800	2477	6957	0.64617	0.999933	0.836846	0.999813	0.836846	0.999746	0.735234	0.72925	rdp	marine	bact_v4	65	de_novo	mothur
0.03	0.03	12680	37125900	2358	6982	0.644899	0.999936	0.843197	0.999812	0.843197	0.999749	0.737294	0.730836	rdp	marine	bact_v4	66	de_novo	mothur
0.03	0.03	12634	37125900	2342	7028	0.642559	0.999937	0.843616	0.999811	0.843616	0.999748	0.736138	0.729488	rdp	marine	bact_v4	67	de_novo	mothur
0.03	0.03	12765	37125700	2490	6897	0.649222	0.999933	0.836775	0.999814	0.836775	0.999747	0.736937	0.731162	rdp	marine	bact_v4	68	de_novo	mothur
0.03	0.03	12694	37125900	2339	6968	0.645611	0.999937	0.844409	0.999812	0.844409	0.999749	0.738231	0.731748	rdp	marine	bact_v4	69	de_novo	mothur
0.03	0.03	12787	37125700	2502	6875	0.650341	0.999933	0.836353	0.999815	0.836353	0.999748	0.737386	0.73171	rdp	marine	bact_v4	70	de_novo	mothur
0.03	0.03	12730	37125800	2434	6932	0.647442	0.999934	0.839488	0.999813	0.839488	0.999748	0.737119	0.731063	rdp	marine	bact_v4	71	de_novo	mothur
0.03	0.03	12785	37125800	2453	6877	0.650239	0.999934	0.839021	0.999815	0.839021	0.999749	0.738504	0.732665	rdp	marine	bact_v4	72	de_novo	mothur
0.03	0.03	12800	37125700	2521	6862	0.651002	0.999932	0.835455	0.999815	0.835455	0.999747	0.737364	0.731784	rdp	marine	bact_v4	73	de_novo	mothur
0.03	0.03	12795	37125700	2497	6867	0.650748	0.999933	0.836712	0.999815	0.836712	0.999748	0.737775	0.732105	rdp	marine	bact_v4	74	de_novo	mothur
0.03	0.03	12798	37125700	2544	6864	0.6509	0.999931	0.834181	0.999815	0.834181	0.999747	0.736743	0.731231	rdp	marine	bact_v4	75	de_novo	mothur
0.03	0.03	12760	37125800	2435	6902	0.648968	0.999934	0.83975	0.999814	0.83975	0.999749	0.738102	0.732134	rdp	marine	bact_v4	76	de_novo	mothur
0.03	0.03	12758	37125800	2470	6904	0.648866	0.999933	0.837799	0.999814	0.837799	0.999748	0.737186	0.731327	rdp	marine	bact_v4	77	de_novo	mothur
0.03	0.03	12811	37125700	2495	6851	0.651561	0.999933	0.836992	0.999815	0.836992	0.999748	0.73836	0.732727	rdp	marine	bact_v4	78	de_novo	mothur
0.03	0.03	12741	37125700	2487	6921	0.648001	0.999933	0.836682	0.999814	0.836682	0.999747	0.736203	0.730353	rdp	marine	bact_v4	79	de_novo	mothur
0.03	0.03	12743	37125800	2439	6919	0.648103	0.999934	0.839349	0.999814	0.839349	0.999748	0.737434	0.731432	rdp	marine	bact_v4	80	de_novo	mothur
0.03	0.03	12757	37125800	2471	6905	0.648815	0.999933	0.837733	0.999814	0.837733	0.999748	0.737128	0.73127	rdp	marine	bact_v4	81	de_novo	mothur
0.03	0.03	12568	37126000	2268	7094	0.639203	0.999939	0.847129	0.999809	0.847129	0.999748	0.73574	0.728622	rdp	marine	bact_v4	82	de_novo	mothur
0.03	0.03	12813	37125700	2528	6849	0.651663	0.999932	0.835213	0.999816	0.835213	0.999748	0.737632	0.732109	rdp	marine	bact_v4	83	de_novo	mothur
0.03	0.03	12666	37125900	2340	6996	0.644187	0.999937	0.844062	0.999812	0.844062	0.999749	0.737265	0.730703	rdp	marine	bact_v4	84	de_novo	mothur
0.03	0.03	12643	37125900	2322	7019	0.643017	0.999937	0.844838	0.999811	0.844838	0.999749	0.736933	0.730239	rdp	marine	bact_v4	85	de_novo	mothur
0.03	0.03	12705	37125800	2411	6957	0.64617	0.999935	0.8405	0.999813	0.8405	0.999748	0.736838	0.730634	rdp	marine	bact_v4	86	de_novo	mothur
0.03	0.03	12707	37125900	2367	6955	0.646272	0.999936	0.842975	0.999813	0.842975	0.999749	0.737981	0.731633	rdp	marine	bact_v4	87	de_novo	mothur
0.03	0.03	12735	37125800	2444	6927	0.647696	0.999934	0.838988	0.999813	0.838988	0.999748	0.737044	0.731035	rdp	marine	bact_v4	88	de_novo	mothur
0.03	0.03	12718	37125900	2363	6944	0.646831	0.999936	0.843313	0.999813	0.843313	0.999749	0.738449	0.732119	rdp	marine	bact_v4	89	de_novo	mothur
0.03	0.03	12705	37125800	2430	6957	0.64617	0.999935	0.839445	0.999813	0.839445	0.999747	0.736375	0.730235	rdp	marine	bact_v4	90	de_novo	mothur
0.03	0.03	12740	37125800	2439	6922	0.64795	0.999934	0.839317	0.999814	0.839317	0.999748	0.737333	0.731322	rdp	marine	bact_v4	91	de_novo	mothur
0.03	0.03	12677	37125900	2367	6985	0.644746	0.999936	0.842662	0.999812	0.842662	0.999748	0.736972	0.730537	rdp	marine	bact_v4	92	de_novo	mothur
