label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	dataset	ref	region	seed	method	printref	fraction_mapped	ref_weight	ref_frac	sample_frac	tool	criteria
0.03	0.03	3147	15781800	3694100000	2995420	2988120	0.840803	0.99919	0.840476	0.999192	0.840476	0.99839	0.83983	0.840639	191.5153	00:03:11	1902.74	2320.66	1896	1898.35	846.55	0.03	0	marine	gg	bact_v4	21	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3143	15799600	3694090000	3003660	2970330	0.84175	0.999188	0.840258	0.999197	0.840258	0.998392	0.840196	0.841004	158.0999	00:02:38	1902.87	2319.15	1896.22	1897.96	826.45	0.02	0	marine	gg	bact_v4	22	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3144	15827300	3694110000	2990580	2942590	0.843228	0.999191	0.841078	0.999204	0.841078	0.998403	0.84135	0.842152	167.3459	00:02:47	1901.43	2319.15	1894.67	1895.9	840.77	1.74	0	marine	gg	bact_v4	23	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3145	15794400	3694090000	3005680	2975540	0.841473	0.999187	0.840124	0.99919500000000006	0.840124	0.99839	0.839989	0.840798	184.33	00:03:04	1902.87	2319.15	1897.74	1899.3	17.16	0.03	0	marine	gg	bact_v4	24	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3150	15810700	3694110000	2985350	2959210	0.842343	0.999193	0.841172	0.9992	0.841172	0.9984	0.840953	0.841757	191.9183	00:03:11	1901.61	2320.66	1899.12	1899.59	837.71	0.03	0	marine	gg	bact_v4	25	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3151	15812100	3694120000	2976560	2957790	0.842419	0.99919500000000006	0.841577	0.9992	0.841577	0.998403	0.841195	0.841998	167.61	00:02:47	1902.87	2319.15	1900.16	1900.55	857.62	1.75	0	marine	gg	bact_v4	26	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3151	15804400	3694110000	2982310	2965490	0.842009	0.999193	0.841255	0.999198	0.841255	0.998399	0.840827	0.841631	162.648	00:02:42	1901.05	2319.15	1894.66	1896.16	835.07	0.02	0	marine	gg	bact_v4	27	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3148	15836100	3694100000	3000350	2933810	0.843696	0.999188	0.840716	0.999206	0.840716	0.998403	0.841402	0.842203	184.6546	00:03:04	1897.81	2319.15	1894.77	1895.19	342.07	0.03	0	marine	gg	bact_v4	28	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3146	15836800	3694090000	3004940	2933150	0.843731	0.999187	0.840517	0.999207	0.840517	0.998402	0.841319	0.842121	164.9934	00:02:44	1902.77	2319.15	1894.66	1896.7	833.57	0.03	0	marine	gg	bact_v4	29	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3148	15814200	3694110000	2988750	2955760	0.842527	0.999192	0.841049	0.999201	0.841049	0.9984	0.840983	0.841787	161.4767	00:02:41	1902.87	2319.15	1897.95	1899.34	838.34	0.02	0	marine	gg	bact_v4	30	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3151	15822100	3694100000	3000910	2947850	0.842948	0.999188	0.840572	0.999203	0.840572	0.998399	0.840955	0.841758	201.9381	00:03:21	1902.39	2319.15	1894.74	1896.53	821.83	1.75	0	marine	gg	bact_v4	31	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3146	15798700	3694090000	3003620	2971260	0.841701	0.999188	0.840252	0.999196	0.840252	0.998392	0.840168	0.840976	173.0989	00:02:53	1902.86	2319.15	1894.66	1896.22	857.62	1.73	0	marine	gg	bact_v4	32	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3151	15814700	3694110000	2990860	2955250	0.842554	0.999191	0.840958	0.999201	0.840958	0.9984	0.840952	0.841755	189.2664	00:03:09	1902.77	2319.15	1895.09	1896.84	821.84	0.03	0	marine	gg	bact_v4	33	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3148	15782200	3694100000	2997020	2987770	0.840822	0.999189	0.840407	0.999192	0.840407	0.998389	0.839805	0.840614	170.4644	00:02:50	1899.88	2320.66	1895.98	1896.71	827.9	1.73	0	marine	gg	bact_v4	34	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3149	15830600	3694090000	3006280	2939360	0.8434	0.999187	0.840404	0.999205	0.840404	0.9984	0.841097	0.8419	159.4385	00:02:39	1902.77	2319.15	1895.53	1897.4	830.88	0.02	0	marine	gg	bact_v4	35	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3148	15823400	3694100000	3000700	2946520	0.843019	0.999188	0.840593	0.999203	0.840593	0.9984	0.841001	0.841804	172.3726	00:02:52	1903.53	2320.66	1895.98	1897.85	827.04	1.74	0	marine	gg	bact_v4	36	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3147	15822000	3694110000	2991050	2947960	0.842942	0.999191	0.841012	0.999203	0.841012	0.998402	0.841173	0.841976	179.4231	00:02:59	1902.87	2319.15	1900.24	1900.85	857.62	0.03	0	marine	gg	bact_v4	37	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3151	15841400	3694090000	3003960	2928560	0.843976	0.999187	0.840599	0.999208	0.840599	0.998403	0.841483	0.842284	166.525	00:02:46	1898.9	2319.15	1894.66	1895.81	835.52	1.73	0	marine	gg	bact_v4	38	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3150	15821000	3694100000	2997830	2948900	0.842892	0.999189	0.840701	0.999202	0.840701	0.9984	0.840992	0.841795	172.0331	00:02:52	1904.09	2320.66	1901.47	1902.08	857.62	1.73	0	marine	gg	bact_v4	39	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3150	15824000	3694110000	2990190	2945900	0.843052	0.999191	0.841067	0.999203	0.841067	0.998402	0.841256	0.842058	188.7679	00:03:08	1897.88	2319.15	1894.77	1895.2	832.91	0.05	0	marine	gg	bact_v4	40	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3150	15829400	3694100000	2999580	2940480	0.843341	0.999189	0.840694	0.999205	0.840694	0.998401	0.841213	0.842015	162.76	00:02:42	1902.87	2319.15	1900.16	1900.68	857.62	0.03	0	marine	gg	bact_v4	41	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3149	15834400	3694090000	3001650	2935560	0.843603	0.999188	0.840643	0.999206	0.840643	0.998402	0.841319	0.84212	162.747	00:02:42	1901.62	2319.15	1894.77	1896.38	836.09	0.02	0	marine	gg	bact_v4	42	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3148	15833400	3694100000	2996560	2936550	0.84355	0.999189	0.840862	0.999206	0.840862	0.998403	0.841403	0.842204	160.4185	00:02:40	1902.87	2319.15	1900.16	1900.71	857.63	0.03	0	marine	gg	bact_v4	43	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3145	15839800	3694090000	3005590	2930140	0.843892	0.999187	0.840513	0.999207	0.840513	0.998403	0.841398	0.842199	169.1037	00:02:49	1904.08	2320.66	1895.98	1897.52	857.62	1.73	0	marine	gg	bact_v4	44	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3146	15803600	3694100000	2995600	2966340	0.841963	0.99919	0.840653	0.999198	0.840653	0.998396	0.840501	0.841308	159.0858	00:02:39	1899.73	2319.15	1894.77	1895.61	822.47	0.04	0	marine	gg	bact_v4	45	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3153	15770000	3694100000	2991960	2999900	0.840175	0.999191	0.840531	0.999189	0.840531	0.998387	0.839543	0.840353	161.4835	00:02:41	1900.93	2319.15	1896.38	1897.29	16.75	0.03	0	marine	gg	bact_v4	46	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3147	15821900	3694110000	2984410	2948020	0.842939	0.999193	0.841308	0.999203	0.841308	0.998403	0.841321	0.842123	177.8071	00:02:57	1899.76	2319.15	1894.77	1896.2	820.28	0.04	0	marine	gg	bact_v4	47	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3150	15833300	3694100000	3000520	2936660	0.843544	0.999188	0.840684	0.999206	0.840684	0.998402	0.84131	0.842112	171.0117	00:02:51	1899.06	2320.66	1895.98	1896.42	827.43	1.73	0	marine	gg	bact_v4	48	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3144	15853100	3694100000	2993490	2916810	0.844602	0.99919	0.841165	0.999211	0.841165	0.998409	0.842083	0.84288	170.9304	00:02:50	1904.09	2320.66	1896	1898	831.07	1.73	0	marine	gg	bact_v4	49	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3149	15790600	3694100000	3000540	2979360	0.841269	0.999188	0.840321	0.999194	0.840321	0.998391	0.839986	0.840795	158.0687	00:02:38	1901.56	2319.15	1894.68	1896.63	829	0.03	0	marine	gg	bact_v4	50	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3149	15849400	3694080000	3018440	2920480	0.844407	0.999184	0.840022	0.99921	0.840022	0.998402	0.841408	0.842209	160.2634	00:02:40	1901.16	2319.15	1894.66	1896.11	826.02	0.02	0	marine	gg	bact_v4	51	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3141	15690900	3694130000	2968180	3079030	0.835959	0.999197	0.840926	0.999167	0.840926	0.998373	0.837621	0.838435	160.7836	00:02:40	1899.5	2319.15	1894.76	1895.57	835.77	0.03	0	marine	gg	bact_v4	52	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3152	15824300	3694090000	3004340	2945620	0.843067	0.999187	0.840438	0.999203	0.840438	0.998399	0.840947	0.84175	176.9394	00:02:56	1903.99	2320.66	1901.39	1901.92	857.62	0.03	0	marine	gg	bact_v4	53	closed	FALSE	0.416	NA	NA	NA	mothur	NA
0.03	0.03	3147	15834000	3694090000	3002770	2935920	0.843584	0.999188	0.84059	0.999206	0.84059	0.998402	0.841282	0.842084	206.1425	00:03:26	1900.04	2319.15	1897.48	1897.93	845.48	1.74	0	marine	gg	bact_v4	54	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3151	15841700	3694110000	2989540	2928240	0.843993	0.999191	0.841246	0.999208	0.841246	0.998407	0.841818	0.842617	168.3112	00:02:48	1902.87	2319.15	1896.17	1897.78	826.07	1.73	0	marine	gg	bact_v4	55	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3146	15816700	3694100000	2995860	2953240	0.842661	0.99919	0.840752	0.999201	0.840752	0.998399	0.840901	0.841705	160.7884	00:02:40	1899.59	2319.15	1894.77	1895.57	835.5	0.02	0	marine	gg	bact_v4	56	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3151	15820800	3694100000	2993990	2949170	0.842878	0.99919	0.84087	0.999202	0.84087	0.998401	0.84107	0.841873	160.8868	00:02:40	1902.87	2319.15	1897.94	1899.18	822.48	0.02	0	marine	gg	bact_v4	57	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3158	15782600	3694090000	3001900	2987300	0.840847	0.999188	0.840193	0.999192	0.840193	0.998388	0.83971	0.840519	164.487	00:02:44	1902.87	2319.15	1900.16	1900.7	857.62	0.03	0	marine	gg	bact_v4	58	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3147	15735000	3694130000	2969360	3034910	0.83831	0.999197	0.841248	0.999179	0.841248	0.998384	0.838966	0.839776	159.1084	00:02:39	1897.93	2319.15	1894.77	1895.26	326.01	0.02	0	marine	gg	bact_v4	59	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3148	15800000	3694090000	3009600	2969930	0.841772	0.999186	0.839997	0.999197	0.839997	0.998391	0.840075	0.840883	160.7883	00:02:40	1900	2319.15	1894.77	1896.23	572.71	0.02	0	marine	gg	bact_v4	60	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3148	15818700	3694100000	2997120	2951180	0.842771	0.999189	0.840713	0.999202	0.840713	0.998399	0.840937	0.841741	167.8621	00:02:47	1901.75	2319.15	1894.67	1896.22	820.48	1.73	0	marine	gg	bact_v4	61	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3151	15824900	3694100000	3001150	2945040	0.843098	0.999188	0.840585	0.999203	0.840585	0.9984	0.841037	0.84184	162.1361	00:02:42	1898.79	2319.15	1894.77	1895.48	832.82	0.03	0	marine	gg	bact_v4	62	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3150	15790200	3694100000	2997270	2979700	0.841251	0.999189	0.840465	0.999194	0.840465	0.998391	0.84005	0.840858	170.9287	00:02:50	1903.84	2320.66	1901.47	1902.06	857.62	1.73	0	marine	gg	bact_v4	63	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3151	15793800	3694080000	3013490	2976090	0.841444	0.999185	0.83977	0.99919500000000006	0.83977	0.998388	0.839797	0.840606	186.2684	00:03:06	1899.3	2319.15	1894.77	1896.04	838.37	0.03	0	marine	gg	bact_v4	64	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3148	15817300	3694110000	2983100	2952590	0.842696	0.999193	0.841328	0.999201	0.841328	0.998403	0.841209	0.842011	162.8605	00:02:42	1902.87	2319.15	1900.23	1900.81	857.63	0.03	0	marine	gg	bact_v4	65	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3147	15840400	3694070000	3022390	2929510	0.843925	0.999182	0.83977	0.999208	0.83977	0.998398	0.84104	0.841843	165.9384	00:02:45	1898.93	2319.15	1894.68	1895.55	836.48	1.73	0	marine	gg	bact_v4	66	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3151	15832200	3694100000	3001210	2937700	0.843489	0.999188	0.840644	0.999205	0.840644	0.998402	0.841262	0.842064	182.9104	00:03:02	1902.87	2319.15	1900.16	1900.54	856.16	0.03	0	marine	gg	bact_v4	67	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3147	15773300	3694110000	2989470	2996610	0.84035	0.999191	0.84067	0.999189	0.84067	0.998389	0.839701	0.84051	171.8842	00:02:51	1903.86	2320.66	1901.47	1902.09	857.62	1.73	0	marine	gg	bact_v4	68	closed	FALSE	0.412	NA	NA	NA	mothur	NA
0.03	0.03	3148	15817000	3694100000	2994180	2952890	0.84268	0.99919	0.84083	0.999201	0.84083	0.9984	0.84095	0.841754	171.0963	00:02:51	1903.87	2320.66	1897.16	1899.2	824.31	1.73	0	marine	gg	bact_v4	69	closed	FALSE	0.411	NA	NA	NA	mothur	NA
0.03	0.03	3149	15681500	3694140000	2958230	3088450	0.835457	0.9992	0.841294	0.999165	0.841294	0.998373	0.837553	0.838366	166.2478	00:02:46	1902.77	2319.15	1894.77	1896.24	825.81	1.73	0	marine	gg	bact_v4	70	closed	FALSE	0.412	NA	NA	NA	mothur	NA
0.03	0.03	3150	15826600	3694100000	2997890	2943300	0.843191	0.999189	0.840746	0.999204	0.840746	0.998401	0.841164	0.841966	158.7936	00:02:38	1899.96	2319.15	1894.67	1895.61	262.29	0.02	0	marine	gg	bact_v4	71	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3146	15747400	3694120000	2975950	3022530	0.83897	0.99919500000000006	0.841057	0.999182	0.841057	0.998386	0.839201	0.840012	191.7664	00:03:11	1903.87	2320.66	1895.98	1898.99	835.48	0.03	0	marine	gg	bact_v4	72	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3153	15841700	3694090000	3010860	2928210	0.843994	0.999186	0.840294	0.999208	0.840294	0.998402	0.841339	0.84214	158.9639	00:02:38	1902.87	2319.15	1900.16	1900.71	857.62	0.03	0	marine	gg	bact_v4	73	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3145	15818600	3694090000	3004240	2951280	0.842766	0.999187	0.840395	0.999202	0.840395	0.998397	0.840774	0.841578	161.9948	00:02:41	1902.87	2319.15	1894.75	1897.56	826.73	0.03	0	marine	gg	bact_v4	74	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3151	15801500	3694100000	2998660	2968440	0.841851	0.999189	0.840498	0.999197	0.840498	0.998394	0.840367	0.841174	166.8619	00:02:46	1900.79	2320.66	1895.99	1896.82	827.32	1.74	0	marine	gg	bact_v4	75	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3153	15825500	3694090000	3004980	2944430	0.84313	0.999187	0.840419	0.999204	0.840419	0.998399	0.840969	0.841773	161.1723	00:02:41	1902.87	2319.15	1899.48	1900.24	844.47	0.02	0	marine	gg	bact_v4	76	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3151	15806400	3694090000	3010070	2963540	0.842112	0.999186	0.84003	0.999198	0.84003	0.998392	0.840263	0.84107	168.561	00:02:48	1900.34	2319.15	1894.77	1895.68	828.69	1.73	0	marine	gg	bact_v4	77	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3146	15797300	3694090000	3005700	2972620	0.841629	0.999187	0.840148	0.999196	0.840148	0.998391	0.840079	0.840888	167.3584	00:02:47	1901.55	2320.66	1895.98	1897.24	828.79	1.73	0	marine	gg	bact_v4	78	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3146	15825900	3694100000	2992790	2944070	0.84315	0.999191	0.840967	0.999204	0.840967	0.998402	0.841255	0.84205700000000006	162.0197	00:02:42	1901.73	2319.15	1897.19	1898.61	828.5	0.04	0	marine	gg	bact_v4	79	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3142	15846000	3694090000	3007190	2923930	0.844223	0.999187	0.840494	0.999209	0.840494	0.998404	0.841554	0.842354	163.2002	00:02:43	1900.02	2319.15	1894.78	1895.72	241.89	0.03	0	marine	gg	bact_v4	80	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3149	15853200	3694080000	3018650	2916760	0.844605	0.999184	0.840045	0.999211	0.840045	0.998403	0.841519	0.842319	175.363	00:02:55	1901.04	2319.15	1894.66	1895.78	825.84	1.73	0	marine	gg	bact_v4	81	closed	FALSE	0.416	NA	NA	NA	mothur	NA
0.03	0.03	3152	15838800	3694110000	2989280	2931090	0.843841	0.999191	0.841233	0.999207	0.841233	0.998407	0.841736	0.842535	165.0245	00:02:45	1899.52	2319.15	1894.67	1895.6	824.11	0.03	0	marine	gg	bact_v4	82	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3149	15839500	3694090000	3003070	2930460	0.843875	0.999188	0.840623	0.999207	0.840623	0.998403	0.841445	0.842246	161.5171	00:02:41	1900.8	2319.15	1894.81	1896.13	833.06	0.03	0	marine	gg	bact_v4	83	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3153	15655300	3694150000	2946610	3114580	0.834065	0.999203	0.841597	0.999158	0.841597	0.998369	0.837003	0.837814	159.7231	00:02:39	1902.87	2319.15	1900.23	1900.82	857.63	0.03	0	marine	gg	bact_v4	84	closed	FALSE	0.412	NA	NA	NA	mothur	NA
0.03	0.03	3149	15845400	3694090000	3005850	2924570	0.844189	0.999187	0.840549	0.999209	0.840549	0.998404	0.841565	0.842365	167.314	00:02:47	1902.87	2319.15	1900.16	1900.7	857.62	1.73	0	marine	gg	bact_v4	85	closed	FALSE	0.416	NA	NA	NA	mothur	NA
0.03	0.03	3148	15823900	3694100000	2994390	2946070	0.843043	0.99919	0.840879	0.999203	0.840879	0.998401	0.841157	0.841959	164.7102	00:02:44	1899.27	2319.15	1894.67	1895.6	821.27	0.02	0	marine	gg	bact_v4	86	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3149	15838700	3694100000	3000420	2931220	0.843834	0.999188	0.840735	0.999207	0.840735	0.998404	0.841481	0.842282	165.3889	00:02:45	1900.61	2319.15	1894.79	1896.67	846.43	0.03	0	marine	gg	bact_v4	87	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3150	15766800	3694110000	2987210	3003080	0.840006	0.999192	0.840717	0.999188	0.840717	0.998388	0.839551	0.840361	164.5656	00:02:44	1899.62	2319.15	1894.75	1895.7	830.01	0.03	0	marine	gg	bact_v4	88	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3145	15747200	3694130000	2970410	3022700	0.838961	0.999197	0.841304	0.999182	0.841304	0.998387	0.839321	0.840131	200.3537	00:03:20	1900.99	2319.15	1895.91	1897.45	826.9	1.75	0	marine	gg	bact_v4	89	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3147	15824100	3694110000	2991520	2945820	0.843056	0.999191	0.841009	0.999203	0.841009	0.998402	0.841229	0.842031	161.9027	00:02:41	1898.68	2319.15	1894.77	1895.74	837.86	0.02	0	marine	gg	bact_v4	90	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3147	15729000	3694080000	3012480	3040970	0.837987	0.999185	0.839261	0.999177	0.839261	0.998371	0.837805	0.838624	157.6929	00:02:37	1902.04	2319.15	1894.74	1896.84	24.04	0.03	0	marine	gg	bact_v4	91	closed	FALSE	0.411	NA	NA	NA	mothur	NA
0.03	0.03	3149	15805700	3694080000	3019570	2964230	0.842076	0.999183	0.8396	0.999198	0.8396	0.99839	0.840028	0.840836	170.3665	00:02:50	1902.47	2320.66	1896.38	1898.18	819.53	1.73	0	marine	gg	bact_v4	92	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3152	15810100	3694100000	2992200	2959800	0.842312	0.999191	0.84086	0.999199	0.84086	0.998398	0.840781	0.841585	162.7047	00:02:42	1902.77	2319.15	1895.66	1897.18	827.89	0.03	0	marine	gg	bact_v4	93	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3151	15814400	3694110000	2989460	2955550	0.842538	0.999191	0.841019	0.999201	0.841019	0.9984	0.840974	0.841778	185.0881	00:03:05	1902.87	2319.15	1900.16	1900.53	857.62	0.04	0	marine	gg	bact_v4	94	closed	FALSE	0.413	NA	NA	NA	mothur	NA
0.03	0.03	3146	15858700	3694080000	3013140	2911220	0.8449	0.999185	0.840337	0.999213	0.840337	0.998406	0.841814	0.842612	171.6372	00:02:51	1903.97	2320.66	1901.46	1902.07	857.62	1.73	0	marine	gg	bact_v4	95	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3150	15822800	3694100000	3000330	2947110	0.842988	0.999188	0.840604	0.999203	0.840604	0.998399	0.840991	0.841794	178.6723	00:02:58	1902.86	2319.15	1900.16	1900.55	857.62	0.03	0	marine	gg	bact_v4	96	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3149	15832100	3694100000	2996010	2937790	0.843484	0.99919	0.840876	0.999205	0.840876	0.998403	0.841377	0.842178	164.2758	00:02:44	1901.71	2319.15	1894.68	1896.18	827.91	0.02	0	marine	gg	bact_v4	97	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	3147	15816600	3694070000	3027380	2953300	0.842658	0.999181	0.839345	0.999201	0.839345	0.998391	0.840191	0.840998	167.4541	00:02:47	1902.86	2319.15	1894.66	1896.22	10.06	1.73	0	marine	gg	bact_v4	98	closed	FALSE	0.416	NA	NA	NA	mothur	NA
0.03	0.03	3143	15770700	3694100000	2996180	2999190	0.840213	0.99919	0.840348	0.999189	0.840348	0.998387	0.83947	0.84028	174.5342	00:02:54	1898.85	2319.15	1894.84	1895.82	835.59	1.73	0	marine	gg	bact_v4	99	closed	FALSE	0.414	NA	NA	NA	mothur	NA
0.03	0.03	3153	15790000	3694100000	2998910	2979940	0.841239	0.999189	0.840389	0.999194	0.840389	0.998391	0.840005	0.840814	160.7355	00:02:40	1902.86	2319.15	1900.16	1900.71	857.62	0.03	0	marine	gg	bact_v4	100	closed	FALSE	0.415	NA	NA	NA	mothur	NA
0.03	0.03	2935	5557720	618832000	582139	1271730	0.8138	0.9991	0.9052	0.9979	0.9052	0.997	0.8568	0.8571	79.638	00:01:19	2628.71	3046.98	2625.08	2626	685.62	0.03	0	mouse	silva	bact_v4	1	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2938	5560950	618831000	582894	1268500	0.8143	0.9991	0.9051	0.998	0.9051	0.997	0.857	0.8573	86.3622	00:01:26	1162.24	1582.76	1158.1	1159.25	675.79	0.03	0	mouse	silva	bact_v4	2	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2928	5557140	618832000	581844	1272310	0.8137	0.9991	0.9052	0.9979	0.9052	0.997	0.8568	0.857	81.1591	00:01:21	2633.3	3050.6	2625.39	2627.56	668.82	0.02	0	mouse	silva	bact_v4	3	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2931	5563660	618830000	584082	1265800	0.8147	0.9991	0.905	0.998	0.905	0.997	0.8572	0.8575	78.4644	00:01:18	755.89	1172.4	749.88	751.25	670.38	1.6	0	mouse	silva	bact_v4	4	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2926	5562040	618830000	584021	1267410	0.8144	0.9991	0.905	0.998	0.905	0.997	0.857	0.8573	79.7877	00:01:19	2630.63	3046.98	2622.37	2623.97	124.29	0.02	0	mouse	silva	bact_v4	5	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2926	5562300	618831000	582827	1267150	0.8145	0.9991	0.9052	0.998	0.9052	0.997	0.8571	0.8574	91.0998	00:01:31	895.33	1312.2	887.43	889.04	671.1	0.04	0	mouse	silva	bact_v4	6	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2938	5559570	618831000	582992	1269880	0.8141	0.9991	0.9051	0.998	0.9051	0.997	0.8569	0.8572	94.0567	00:01:34	861.35	1277.78	858.77	859.37	708.17	0.04	0	mouse	silva	bact_v4	7	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2928	5560400	618832000	581876	1269050	0.8142	0.9991	0.9053	0.998	0.9053	0.997	0.8571	0.8573	77.2799	00:01:17	755.89	1172.4	747.79	750.77	685.4	1.58	0	mouse	silva	bact_v4	8	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2938	5561900	618832000	582742	1267560	0.8144	0.9991	0.9052	0.998	0.9052	0.997	0.8571	0.8574	84.4998	00:01:24	1272.43	1689.11	1264.57	1267.44	674.97	0.03	0	mouse	silva	bact_v4	9	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2927	5564060	618829000	585758	1265390	0.8147	0.9991	0.9048	0.998	0.9048	0.997	0.8571	0.8574	82.628	00:01:22	1402.56	1822.8	1396.45	1398.07	674.53	0.02	0	mouse	silva	bact_v4	10	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2930	5563000	618829000	584815	1266450	0.8146	0.9991	0.9049	0.998	0.9049	0.997	0.8571	0.8573	86.0721	00:01:26	1259.12	1675.58	1252.45	1254.5	672.36	0.03	0	mouse	silva	bact_v4	11	open	FALSE	1	NA	NA	NA	mothur	NA
0.03	0.03	2938	5558500	618834000	580453	1270950	0.8139	0.9991	0.9054	0.998	0.9054	0.997	0.857	0.8572	83.5273	00:01:23	1329.79	1747.32	1321.75	1324.5	676.77	0.02	0	mouse	silva	bact_v4	12	open	FALSE	1	NA	NA	NA	mothur	NA
