seq	abundance	similarity
SRR2144031.10169	1	100
SRR2143712.18956	1	46
SRR2144114.4319	1	4
SRR2143637.21466	2	10
SRR2143967.10110	1	3295
SRR2144105.44960	1	2290
SRR2143765.2209	1	3
SRR2143818.25027	1	291
SRR2143845.41344	1	2474
SRR2143706.32402	1	296
SRR2143808.10680	1	77
SRR2143669.106966	1	1819
SRR2143885.70103	2	314
SRR2143599.29027	1	43
SRR2143536.887	1	2137
SRR2143955.3574	1	1890
SRR2143630.30893	1	243
SRR2143889.178888	1	82
SRR2143784.8263	1	130
SRR2144040.8029	1	244
SRR2143621.14905	3	85
SRR2143912.28965	1	1112
SRR2143722.38582	1	3
SRR2143592.5416	1	570
SRR2143516.18767	1	986
SRR2143631.17414	27	42
SRR2143540.16874	17	59
SRR2143911.8292	1	3336
SRR2143639.17790	1	2653
SRR2143662.49263	1	3204
SRR2143614.92190	2	66
SRR2143985.71	3	35
SRR2143831.52642	16	95
SRR2143946.17111	1	3297
SRR2143993.172232	1	317
SRR2143575.46301	1	546
SRR2143823.240600	1	689
SRR2143598.17930	1	227
SRR2144098.97295	1	430
SRR2143716.58051	1	1227
SRR2143574.2054	2	0
SRR2143604.6378	1	926
SRR2143823.37294	1	1616
SRR2143611.7879	1	3373
SRR2143859.37260	1	1
SRR2144124.11632	1	686
SRR2144096.64275	2	3
SRR2144012.20584	1	2278
SRR2143851.64066	1	234
SRR2143995.55647	2	194
SRR2144104.12313	1	75
SRR2143756.8555	1	996
SRR2143566.32000	1	293
SRR2143605.12382	1	955
SRR2144022.4793	1	1103
SRR2144001.36192	1	357
SRR2143722.40244	1	40
SRR2144122.67862	1	158
SRR2143530.34055	2	941
SRR2143547.93127	1	2518
SRR2143862.74706	2	62
SRR2143523.34952	3	4
SRR2143564.22375	1	5
SRR2143714.4095	1	366
SRR2144120.11381	1	84
SRR2143617.10376	1	243
SRR2143823.35398	1	5
SRR2143654.4448	4	113
SRR2143518.18549	1	399
SRR2143740.16211	1	82
SRR2143549.54387	1	205
SRR2143811.85714	1	1
SRR2143592.20216	1	83
SRR2143669.141673	46	23
SRR2143823.377758	51	434
SRR2143777.37110	4	24
SRR2143607.7224	2	1864
SRR2143818.80403	1	190
SRR2144089.8478	1	90
SRR2143902.90157	1	88
SRR2143991.55317	1	833
SRR2143614.54444	1	80
SRR2143783.18991	1	27
SRR2143722.38583	1	4
SRR2143979.26558	7	463
SRR2143959.71944	3	395
SRR2143899.40597	1	251
SRR2143958.339	1	261
SRR2143599.12827	1	19
SRR2143944.11366	1	234
SRR2143646.10601	1	519
SRR2143636.21603	1	3
SRR2143650.42108	1	2832
SRR2143930.82967	1	587
SRR2143573.43486	3	3321
SRR2143996.63612	2	208
SRR2143983.73151	1	67
SRR2143833.84952	4	117
SRR2143679.187057	1	249
SRR2143683.13542	2	836
SRR2143972.3542	2	121
SRR2143827.113656	1220	148
SRR2144032.35051	1	27
SRR2144014.26892	1	180
SRR2143795.46119	1	574
SRR2143530.68523	2	3459
SRR2143619.9543	2	20
SRR2143525.4213	3	119
SRR2143857.11568	8	487
SRR2143922.22451	1	30
SRR2143677.3346	1	557
SRR2143791.22187	1	559
SRR2143604.37377	1	1107
SRR2143603.54179	1	606
SRR2143653.16419	1	2876
SRR2143818.25028	1	72
SRR2143969.1334	3	2797
SRR2143516.7611	1	23
SRR2143977.42273	1	539
SRR2143706.2018	1	3
SRR2143818.77124	1	348
SRR2143831.39671	2	2577
SRR2143650.6680	44	326
SRR2143692.7210	1	641
SRR2143931.49586	1	1145
SRR2143740.36810	1	375
SRR2143546.190	1	113
SRR2143939.29155	1	45
SRR2143845.52204	1	90
SRR2144095.37585	13	516
SRR2144126.14727	1	3
SRR2144131.16382	5	249
SRR2143766.35927	1	124
SRR2144089.9683	2	138
SRR2143777.16935	2	31
SRR2143969.43198	2	953
SRR2143957.19458	1	475
SRR2143950.20049	3	11
SRR2143775.100024	1	249
SRR2143686.120397	1	39
SRR2143972.31696	1	1275
SRR2143597.48082	18	1140
SRR2143940.117850	3	22
SRR2143895.28895	1	1245
SRR2143687.25377	1	269
SRR2143978.115603	1	3566
SRR2143519.33589	1	361
SRR2143899.235	14	911
SRR2143803.37137	4	74
SRR2144035.46769	1	2005
SRR2143766.18315	1	30
SRR2143928.27092	1	59
SRR2143614.130421	4	243
SRR2143569.8004	1	60
SRR2143519.24958	1	260
SRR2144118.66571	3	20
SRR2144074.6188	1	660
SRR2143561.8604	58	5
SRR2144114.9663	5	88
SRR2144092.47546	1	351
SRR2144104.7968	1	53
SRR2143648.2632	2	404
SRR2143714.9205	1	271
SRR2144009.5634	1	331
SRR2143543.23201	2	26
SRR2143760.6735	2	288
SRR2143864.54567	1	62
SRR2143731.569	1	636
SRR2143893.14789	1	429
SRR2144108.33933	15	56
SRR2143605.29275	1	68
SRR2143780.4627	1	301
SRR2144030.301	1	25
SRR2144028.5060	1	626
SRR2143823.616573	1	1632
SRR2143933.7385	5	834
SRR2143684.16107	3	156
SRR2144030.64868	1	146
SRR2143570.25167	1	24
SRR2143672.54297	1	502
SRR2143823.85164	1	208
SRR2143782.19867	1	0
SRR2144015.11452	2	67
SRR2144094.38444	1	21
SRR2144070.20730	1	160
SRR2143544.44852	1	2390
SRR2143530.3226	1	116
SRR2143791.13182	1	760
SRR2144106.10516	2	73
SRR2143517.27814	1	3534
SRR2143889.122424	1	521
SRR2143928.15058	1	748
SRR2144014.39423	1	97
SRR2143881.2701	3	199
SRR2143622.63932	1	128
SRR2143782.26407	4	931
SRR2143583.26523	3	161
SRR2144129.22551	8	901
SRR2143679.15045	1	31
SRR2143531.22752	1	1173
SRR2143781.4859	1	405
SRR2144033.23312	1	959
SRR2143756.5581	2	47
SRR2143630.41552	2	8
SRR2144111.34147	1	12
SRR2143940.70920	2	194
SRR2143973.129277	1	29
SRR2143740.53909	1	2108
SRR2143883.12112	1	123
SRR2143639.22582	1	2218
SRR2143687.38753	6	219
SRR2143654.5941	2	7
SRR2144014.15587	6	0
SRR2143786.27650	4	2932
SRR2143786.36556	1	251
SRR2143646.16051	3	130
SRR2144127.5412	1	358
SRR2144038.16955	7439	45
SRR2143922.29790	10	3034
SRR2143778.6211	1	194
SRR2144004.21002	3	616
SRR2143531.34439	2	509
SRR2143706.30908	1	41
SRR2143823.447751	1	2436
SRR2143885.13378	2	777
SRR2143912.17734	1	1378
SRR2143604.87402	137	24
SRR2143544.16623	1	48
SRR2143821.38495	1	1913
SRR2143700.44182	1	18
SRR2143818.37095	4	105
SRR2143764.32822	1	110
SRR2143795.9614	1	441
SRR2143844.24245	1	1269
SRR2144126.11829	1	515
SRR2144102.43456	1	588
SRR2143773.42971	2	1708
SRR2144113.169235	1	575
SRR2143643.137713	1	341
SRR2143643.146598	1	438
SRR2144035.3682	1	85
SRR2143940.9226	3	0
SRR2143657.39588	1	254
SRR2143736.24244	1	439
SRR2143657.44830	3	100
SRR2143756.18893	1	981
SRR2143862.5931	2	1457
SRR2143903.31432	1	14
SRR2143665.14461	2	1207
SRR2143988.5583	1	3434
SRR2143548.24804	1	3557
SRR2143560.816	1	3387
SRR2143664.9767	1	152
SRR2143891.42249	1	1913
SRR2143766.12786	1	426
SRR2143933.29601	3	238
SRR2143569.52494	1	350
SRR2143630.58595	7	1165
SRR2143959.2477	2	175
SRR2143860.42151	153	2121
SRR2143837.20010	1	16
SRR2143518.20817	1	54
SRR2143823.347365	1	2
SRR2143821.63011	1	3580
SRR2143905.110665	1	254
SRR2143753.30266	1	229
SRR2143742.14839	1	1473
SRR2143630.39882	1	832
SRR2143680.71861	7	24
SRR2143810.15702	4	86
SRR2143789.27734	1	46
SRR2143823.373977	1	124
SRR2144020.57010	19	884
SRR2143961.32584	1	557
SRR2143670.7006	1	3027
SRR2143679.65716	1	2156
SRR2143756.51901	1	163
SRR2143815.80152	1	750
SRR2143793.3632	1	219
SRR2143597.67379	2	154
SRR2144015.18737	2	409
SRR2143986.67534	120	243
SRR2143842.85769	4	171
SRR2143945.40422	1	1
SRR2143979.13715	3	262
SRR2143890.6627	3	258
SRR2143649.6061	23	2176
SRR2143929.66888	280	1903
SRR2143931.39061	1	1194
SRR2144071.30859	1	479
SRR2143749.22524	1	2499
SRR2143601.31954	1	231
SRR2143518.19806	1	179
SRR2143686.163053	1	211
SRR2143602.42167	1	222
SRR2143966.9238	1	762
SRR2143969.19151	1	1450
SRR2143946.38842	2	7
SRR2143855.12244	1	2849
SRR2143535.11345	1	1595
SRR2143684.25835	3	10
SRR2144095.50305	1	2658
SRR2143820.35698	1	3408
SRR2143684.4061	1	1238
SRR2143686.124838	1	6
SRR2144004.39236	2	679
SRR2143601.29910	2	122
SRR2143941.39256	1	570
SRR2143576.12202	1	351
SRR2143592.10701	1	2288
SRR2143823.21031	1	593
SRR2143704.11657	1	138
SRR2143542.28492	2	265
SRR2143823.80690	2	0
SRR2143789.9729	1	731
SRR2143721.15637	1	145
SRR2143630.61647	1	6
SRR2143522.13410	1	1701
SRR2143614.118046	8	510
SRR2143622.44834	1	184
SRR2143811.45491	2	23
SRR2143609.20000	1	2137
SRR2143839.14724	3	128
SRR2143605.11927	1	15
SRR2143699.21717	1	75
SRR2143568.13688	1	21
SRR2144018.19792	1	952
SRR2144028.30820	2	128
SRR2144020.75927	4	2794
SRR2144108.34968	365	95
SRR2143572.10814	1	70
SRR2143607.44905	1	141
SRR2143830.20858	1	29
SRR2143811.72112	2	112
SRR2143966.17321	1	381
SRR2143629.37400	1	329
SRR2144120.27941	1	229
SRR2143842.72463	47	1422
SRR2143818.58126	19	399
SRR2143738.27846	1	130
SRR2143584.4392	2	11
SRR2143833.30791	4	81
SRR2143863.26659	3	144
SRR2143987.12347	2	94
SRR2143696.16237	1	1
SRR2143527.7246	3	3528
SRR2143617.33675	2	762
SRR2144102.50376	2	1479
SRR2144011.39738	1	2393
SRR2144126.31004	2	85
SRR2143881.10128	4	42
SRR2143784.28372	1	262
SRR2144113.177317	2	928
SRR2143540.51785	1	1154
SRR2143810.69709	2	51
SRR2143630.5449	1	3068
SRR2143677.1463	1	990
SRR2143697.82394	2	2777
SRR2143912.10153	44	135
SRR2143884.25648	1	1681
SRR2143861.27356	1	44
SRR2143882.4793	2	36
SRR2143725.41356	1	1527
SRR2143669.160300	3	2061
SRR2143948.43877	2	411
SRR2144001.46572	1	1326
SRR2143679.152135	1	155
SRR2143844.175337	33	5
SRR2143808.12713	1	1030
SRR2143953.54822	1	11
SRR2144094.39587	1	1472
SRR2144022.11621	1	725
SRR2143544.26408	1	240
SRR2143542.81710	1	9
SRR2143885.40255	1	411
SRR2144035.20610	2	118
SRR2143769.39783	2	328
SRR2143598.579	1	59
SRR2143965.35971	1	20
SRR2144102.23548	1	75
SRR2143679.7375	3	39
SRR2144038.3794	1	124
SRR2143897.65469	1	347
SRR2143656.26920	1	433
SRR2143644.400	1	113
SRR2143808.111055	1	3315
SRR2144028.8084	1	13
SRR2143706.21398	7	258
SRR2143607.22633	3	41
SRR2143528.21842	1	121
SRR2143773.10343	2	955
SRR2143670.4136	1	290
SRR2143897.57312	1	43
SRR2143940.59610	2	41
SRR2143692.43804	3	1163
SRR2143597.57004	1	7
SRR2143818.36408	2	206
SRR2143569.8806	1	1056
SRR2143890.13020	1	836
SRR2144110.7908	1	625
SRR2143985.34318	6	54
SRR2143973.37208	1	221
SRR2143585.77785	1	419
SRR2144131.3619	1	5
SRR2143519.36745	1	54
SRR2143706.9918	1	1026
SRR2143533.17141	1	683
SRR2143687.14137	2	43
SRR2143897.9074	1	183
SRR2143758.54260	2	497
SRR2143675.41402	2	123
SRR2144015.12516	1	213
SRR2143574.57957	1	1420
SRR2143519.31045	1	37
SRR2143589.54590	1	145
SRR2143837.9576	1	1864
SRR2143834.9064	1	34
SRR2143959.21531	1	1515
SRR2143972.16118	2	285
SRR2143811.48158	2	1
SRR2143766.20218	1	3033
SRR2143645.6726	5	687
SRR2143950.73243	1	16
SRR2143687.39552	2	36
SRR2143590.19524	2	135
SRR2143812.10966	1	264
SRR2144094.5731	2	15
SRR2143614.87647	1	1149
SRR2143605.4495	1	9
SRR2143635.8028	1	4
SRR2143824.47117	1	564
SRR2143842.20310	1	1018
SRR2143862.340	3	0
SRR2143575.74326	1	109
SRR2143909.21789	1	528
SRR2143933.20132	1	25
SRR2143837.16391	1	2568
SRR2144034.17733	2	51
SRR2143620.14836	4202	26
SRR2143712.8484	2	8
SRR2144006.11580	1	208
SRR2143905.112609	3	1868
SRR2143526.47284	1	17
SRR2143668.62845	2	38
SRR2143679.71410	1	70
SRR2143630.7308	1	2391
SRR2144036.32300	1	0
SRR2143672.9455	3	374
SRR2143834.4146	1	441
SRR2143686.53748	1	87
SRR2143706.31459	2	119
SRR2143818.15025	2	2
SRR2143823.79591	2	389
SRR2143668.30223	6	49
SRR2143893.17011	1	1544
SRR2143846.8814	5	3387
SRR2143650.14919	3	587
SRR2143771.23423	2	3047
SRR2143814.9841	1	148
SRR2143823.360840	1	489
SRR2143794.30677	1	239
SRR2144017.20290	5	295
SRR2143993.178483	11	38
SRR2143897.24846	1	1548
SRR2143582.41463	1	237
SRR2143589.78303	1	2244
SRR2143751.31078	1	545
SRR2143528.29623	1	481
SRR2143532.27898	1	70
SRR2143939.13118	1	361
SRR2143639.34126	1	1
SRR2143990.4241	1	7
SRR2143959.74905	2	51
SRR2143949.27580	2	12
SRR2143726.27511	5	51
SRR2143725.45897	1	702
SRR2143545.117164	1	98
SRR2144115.30990	1	133
SRR2143650.32606	1	1137
SRR2143987.19034	1	2220
SRR2143978.88263	2	1086
SRR2144123.46394	2	4
SRR2143699.24680	1	842
SRR2144095.31555	18	86
SRR2144031.22465	1	349
SRR2143729.2533	1	41
SRR2143605.55	976	80
SRR2143744.33411	1	1210
SRR2143753.35302	1	39
SRR2143611.22597	1	40
SRR2144005.24906	2	784
SRR2143596.30854	1	2131
SRR2143609.29414	1	533
SRR2143824.17787	1	1084
SRR2143977.395	4	78
SRR2143831.38994	2	841
SRR2143530.3977	5	391
SRR2143691.87984	1	706
SRR2143598.78946	1	4
SRR2143559.16663	1	260
SRR2143856.51910	2	117
SRR2143691.64394	2	12
SRR2144096.81739	1	2396
SRR2143941.42717	1	0
SRR2143718.19373	1	52
SRR2144019.7842	1	1183
SRR2143826.5847	1	260
SRR2143824.21148	1	40
SRR2143884.10434	1	943
SRR2143546.55418	1	62
SRR2143654.5512	1	3436
SRR2143574.36375	1	104
SRR2143601.34982	1	3394
SRR2143613.6645	4	29
SRR2143902.24075	9	131
SRR2143823.191702	1	2784
SRR2143864.30020	1	23
SRR2143779.33175	1	124
SRR2144129.21432	1	39
SRR2143912.13119	1	963
SRR2143531.28001	2	196
SRR2143671.60677	1	11
SRR2143722.49925	1	51
SRR2143832.4405	1	990
SRR2143983.17300	1	124
SRR2143533.2264	1	2421
SRR2144121.43009	1	496
SRR2143983.24305	1	744
SRR2143881.15433	1	233
SRR2143975.7209	24	14
SRR2144118.56412	2	8
SRR2143572.11600	1	152
SRR2143531.201	1	1415
SRR2143824.33361	1	244
SRR2143611.7204	1	40
SRR2143973.97787	1	373
SRR2144089.27488	1	0
SRR2143660.16053	1	35
SRR2143530.69762	1	193
SRR2143999.1065	19334	190
SRR2143534.12558	1	2299
SRR2143973.69441	1	532
SRR2143962.22792	1	1920
SRR2143758.1143	3	621
SRR2143811.76642	1	83
SRR2143764.42728	1	126
SRR2143958.15336	4	140
SRR2143818.60222	2	376
SRR2143959.23420	2	7
SRR2143623.9968	2	1805
SRR2143882.3664	2	0
SRR2143912.10834	1	2355
SRR2143658.8615	1	185
SRR2143991.32546	15	4
SRR2143752.23893	1	136
SRR2143959.82109	1	396
SRR2143725.19737	1	2763
SRR2143926.70684	3	1367
SRR2143575.584	1	188
SRR2143614.62417	1	327
SRR2143523.40675	1	92
SRR2144112.23216	1	22
SRR2143569.14334	1	246
SRR2143525.4582	12	27
SRR2143778.18025	1	30
SRR2143639.24153	3	64
SRR2143531.11155	1	35
SRR2143523.42012	1	39
SRR2143577.37084	1	341
SRR2144106.23848	2	139
SRR2144031.22466	1	706
SRR2143993.176865	383	10
SRR2143969.28777	3	1374
SRR2143858.621	1	69
SRR2143963.31706	1	826
SRR2143823.196685	1	314
SRR2143544.28297	1	860
SRR2143543.26077	56	24
SRR2143531.35569	3	1610
SRR2143553.64451	1	15
SRR2143696.4360	3	50
SRR2143951.28220	1	349
SRR2143940.99217	1	868
SRR2143556.16485	1	185
SRR2144026.11043	1	122
SRR2143777.25101	2	161
SRR2143860.81832	1	1238
SRR2143890.27444	1	1438
SRR2143574.26160	43	4
SRR2143889.158785	494	174
SRR2144005.56966	1	684
SRR2144023.3850	1	510
SRR2143862.116519	1	431
SRR2143831.72907	4	7
SRR2143536.47	1	92
SRR2144097.13675	1	249
SRR2143736.66558	1	17
SRR2143779.50366	1	1259
SRR2143722.42717	1	2251
SRR2143583.14151	1	24
SRR2143781.11744	1	526
SRR2143613.6472	2	138
SRR2143603.9419	1	74
SRR2143902.69028	1	155
SRR2143962.56407	1	1892
SRR2143723.44402	2	134
SRR2143811.72490	2	54
SRR2143529.4232	6	86
SRR2143948.7653	5	1557
SRR2143569.14051	1	1067
SRR2144115.3728	2	220
SRR2143940.92152	3	333
SRR2144030.80317	1	550
SRR2143530.8856	2	286
SRR2143597.63721	1	416
SRR2144004.45251	20	1
SRR2144113.32945	9	340
SRR2143799.33562	1	20
SRR2143681.67041	1	1227
SRR2143834.4944	1	62
SRR2144034.22175	1	2453
SRR2143532.10727	1	735
SRR2143948.62176	31	1319
SRR2143652.1142	3	32
SRR2144005.28928	1	2718
SRR2143605.30434	1	158
SRR2144123.12515	1	36
SRR2143679.6860	18	5
SRR2143993.11517	1	3305
SRR2143823.5689	27	127
SRR2143786.7057	1	27
SRR2143649.4331	1	193
SRR2143784.4323	3	1106
SRR2143957.5515	1	262
SRR2144035.19195	1	1836
SRR2143532.13447	1	32
SRR2143588.13655	2	620
SRR2143627.1213	1	0
SRR2143522.28284	3	2568
SRR2143988.3180	1	32
SRR2143926.61500	2	3390
SRR2144117.23020	1	254
SRR2143969.14413	3	103
SRR2143823.320135	4	1
SRR2143711.6273	2	772
SRR2144115.16750	1	69
SRR2143999.53200	1	48
SRR2143811.54168	1	2098
SRR2143547.54711	1	229
SRR2143939.6652	1	31
SRR2143608.7799	44	5
SRR2143542.57898	4	2273
SRR2143983.17176	1	640
SRR2143749.24735	1	237
SRR2143782.5157	1	3
SRR2143839.316	5562	47
SRR2143740.51240	1	238
SRR2143861.14524	3	1573
SRR2143596.1226	1	0
SRR2143781.5920	1	133
SRR2143975.3750	1	5
SRR2143821.16002	1	2034
SRR2143986.66077	1	2487
SRR2144100.17282	1	972
SRR2143679.20064	1	53
SRR2143554.18667	1	356
SRR2143585.97470	1	651
SRR2143614.133315	1	1
SRR2143998.49145	119	21
SRR2143585.108633	3	250
SRR2143542.56848	3	755
SRR2143575.6559	1	548
SRR2143731.22108	1	1379
SRR2143681.42463	4	976
SRR2143542.43818	1	111
SRR2143599.7359	1	43
SRR2144117.20933	2	76
SRR2143704.7857	29	0
SRR2143790.96918	1	1199
SRR2143951.12221	1	1861
SRR2143842.52819	3	262
SRR2144026.25028	1	521
SRR2143615.26321	1	85
SRR2143706.24403	1	10
SRR2143834.15704	1	6
SRR2143778.34500	1	13
SRR2143860.73135	1	1631
SRR2143631.26237	3	14
SRR2143949.33814	1	225
SRR2143949.10832	1	3027
SRR2143973.32534	1	2747
SRR2143568.18833	1	117
SRR2143756.26526	2	635
SRR2143686.79633	1	365
SRR2143829.17563	1	379
SRR2143577.48894	1	585
SRR2143864.45569	1	29
SRR2144039.961	54	13
SRR2143551.42882	1	233
SRR2143656.9827	1	497
SRR2143985.36759	1	1447
SRR2143672.59547	4	447
SRR2143995.56243	1	94
SRR2143940.10422	1	67
SRR2143542.74249	1	292
SRR2143938.9678	2	15
SRR2143659.50986	3	8
SRR2143731.18178	1	50
SRR2143589.37625	3	790
SRR2143932.8028	1	694
SRR2144073.344	41	3191
SRR2143702.8534	3	119
SRR2143787.16930	1	2388
SRR2143545.46773	1	1406
SRR2143636.57808	1	1371
SRR2144021.394	14	2521
SRR2143945.21840	1	144
SRR2143862.86220	1	1192
SRR2143656.350	11414	1612
SRR2143956.36436	1	12
SRR2143853.31875	1	32
SRR2143972.10247	1	2472
SRR2143824.4974	1	138
SRR2143695.44125	3	411
SRR2143583.243	4	44
SRR2144095.41992	13	37
SRR2143734.3597	1	924
SRR2143821.63800	13	213
SRR2143562.53527	1	685
SRR2144131.6636	1	91
SRR2143675.13703	4	43
SRR2143677.9256	1	583
SRR2143534.18681	1	645
SRR2143924.20218	1	546
SRR2143544.15382	1	4
SRR2143629.9253	1	83
SRR2144100.43080	1	695
SRR2143614.21465	1	452
SRR2143846.13657	5	3564
SRR2143582.26966	2	88
SRR2143823.291535	2	230
SRR2143885.25571	1	1875
SRR2143589.65432	1	2244
SRR2143765.29389	3	27
SRR2143698.759	1	14
SRR2143643.39032	1	1689
SRR2143644.71189	1	147
SRR2143818.20845	1	83
SRR2144102.62031	1	2138
SRR2143631.2805	1	218
SRR2143783.30294	2	56
SRR2143819.5393	3	22
SRR2143810.23718	13	182
SRR2143823.465271	1	913
SRR2143714.37443	1	3
SRR2143899.20896	1	1196
SRR2143999.350	15520	132
SRR2143753.4458	1	543
SRR2143599.21532	1	12
SRR2143781.7885	1	657
SRR2143723.81549	1	66
SRR2143767.42541	1	3305
SRR2143823.516403	1	11
SRR2143993.173296	4	3023
SRR2143966.28414	4	149
SRR2143532.22519	1	18
SRR2143705.79582	1	6
SRR2143767.21815	1	2434
SRR2143591.50746	4	814
SRR2144118.11766	1	2859
SRR2143589.18964	1	512
SRR2143535.4879	1	709
SRR2143614.68102	1	31
SRR2143701.16936	1	120
SRR2143712.12311	5	36
SRR2144016.34632	1	3529
SRR2144092.5267	1	453
SRR2143523.15963	3	97
SRR2144095.37836	1	1328
SRR2143656.64	1182	1422
SRR2143676.29725	1	100
SRR2144022.15250	1	631
SRR2143926.39018	1	5
SRR2144116.3446	1	120
SRR2143983.64264	1	642
SRR2143711.33163	1	19
SRR2144014.16849	1	635
SRR2143588.15133	1	263
SRR2143627.8954	1	57
SRR2143672.65225	2	2037
SRR2144123.36610	6	138
SRR2143556.10843	1	148
SRR2143940.71534	7	2016
SRR2143898.38524	5	117
SRR2143649.10815	5	454
SRR2143636.7399	3	20
SRR2144112.27462	3774	44
SRR2144102.35217	1	546
SRR2144103.63375	1	2178
SRR2143669.210974	3	473
SRR2143650.38737	2	2
SRR2143765.24758	2	475
SRR2143614.97566	1	99
SRR2143839.56	123541	569
SRR2143832.13861	1	46
SRR2143777.31500	1	326
SRR2143675.19454	1	7
SRR2143553.58295	1	0
SRR2143961.8174	1	106
SRR2143536.22150	1	219
SRR2143823.315654	2	21
SRR2143818.3944	2	50
SRR2143614.66562	1	212
SRR2143781.25397	1	357
SRR2143613.18843	1	311
SRR2143890.5566	3	2709
SRR2143820.28820	1	1918
SRR2143745.1425	1	29
SRR2143662.20395	19	247
SRR2143983.71938	1	759
SRR2143959.81631	5	636
SRR2144031.16069	1	2
SRR2143898.54	6287	251
SRR2143692.14724	1	1155
SRR2144007.1858	1	434
SRR2143521.41491	580	41
SRR2144102.46516	5	2946
SRR2143518.25595	1	90
SRR2143838.5809	1	684
SRR2143564.395	1	83
SRR2143522.12596	1	1816
SRR2143695.1939	2	158
SRR2143740.51145	1	2315
SRR2143811.62806	1	8
SRR2143614.144455	1	1384
SRR2143983.70355	1	734
SRR2143584.16095	1	238
SRR2144131.6418	3	24
SRR2143546.27796	1	25
SRR2144010.5342	1	109
SRR2143669.218024	4	585
SRR2143614.95988	1	328
SRR2143530.2133	2	285
SRR2143991.18198	12	4
SRR2143888.9309	1	1378
SRR2143696.33750	10	100
SRR2144121.42459	1	808
SRR2144004.36952	107	241
SRR2143977.55621	7	24
SRR2143779.9201	1	1859
SRR2143952.99	1	48
SRR2143950.12062	1	10
SRR2143953.62	12659	690
SRR2143994.13982	7	129
SRR2143546.6217	1	43
SRR2143536.44013	1	8
SRR2144035.1249	1	1835
SRR2143860.42435	1	3022
SRR2144105.81239	1	119
SRR2143724.11003	1	19
SRR2143824.25760	1	1691
SRR2144100.46429	1	470
SRR2143976.29049	1	511
SRR2143742.39521	1	89
SRR2143546.49463	1	3
SRR2143752.48378	1	3058
SRR2143995.40424	1	58
SRR2143731.2983	3	2402
SRR2143544.7717	1	1136
SRR2144113.121457	1	536
SRR2143948.109481	1	906
SRR2143564.14790	1	329
SRR2143690.10492	1	602
SRR2143742.51377	1	269
SRR2143823.111838	2	101
SRR2144097.4406	2	46
SRR2144024.9299	6	263
SRR2143543.39837	1	2587
SRR2143588.11839	1	21
SRR2143862.63080	3	95
SRR2143852.23718	1	466
SRR2143999.64	24082	570
SRR2143679.183200	1	275
SRR2143853.36277	1	1752
SRR2143656.31200	3	926
SRR2143676.20924	1	372
SRR2143794.50337	2	8
SRR2144012.44672	1	766
SRR2143597.31764	1	71
SRR2143724.9466	4	81
SRR2143583.184	14	48
SRR2143842.1692	1	169
SRR2144127.45752	1	2523
SRR2143533.44171	1	2406
SRR2144024.40505	1	71
SRR2143859.35948	1	112
SRR2143643.97831	374	37
SRR2143853.18038	1	106
SRR2143970.30887	1	735
SRR2143950.68400	1	357
SRR2143614.10167	3	370
SRR2144121.20194	1	17
SRR2143965.21415	1	316
SRR2144096.57595	1	733
SRR2144124.19043	1	197
SRR2143897.2868	2	1472
SRR2143815.29843	1	128
SRR2143742.47953	5	2888
SRR2143546.6230	7	48
SRR2143646.85064	1	76
SRR2144123.50750	4	365
SRR2143523.22094	1	1215
SRR2143597.53420	2	2761
SRR2143650.5411	2	161
SRR2143660.31975	1	182
SRR2143677.20361	1	2094
SRR2144023.21570	1	80
SRR2143864.14380	2	68
SRR2143827.172972	1	17
SRR2143953.64	12336	118
SRR2143777.7747	51	35
SRR2143742.23357	6	66
SRR2143780.21757	1	870
SRR2143950.79304	1	44
SRR2144033.27449	1	11
SRR2143516.39997	1	34
SRR2144096.52419	1	508
SRR2144105.20741	1	1257
SRR2143912.19018	5	110
SRR2143705.876	1	745
SRR2143659.34227	1	535
SRR2143639.20189	1	36
SRR2143823.460104	3	0
SRR2144092.7963	2	58
SRR2143674.7737	2	48
SRR2144073.63	85472	3346
SRR2143681.103962	2	290
SRR2143837.10307	1	103
SRR2143948.10838	3	32
SRR2143583.19601	1	44
SRR2143862.47717	1	2271
SRR2143561.3479	4	1286
SRR2143823.201252	2	50
SRR2143845.919	2	2773
SRR2143823.442930	1	359
SRR2143823.549674	1	53
SRR2143889.157514	4	1049
SRR2143596.27006	1	0
SRR2143559.504	1	104
SRR2144005.25260	1	3022
SRR2143660.21012	1	1720
SRR2143671.4763	1	16
SRR2143669.111243	1	31
SRR2144096.80433	1	266
SRR2144004.37275	42	0
SRR2144109.22243	1	782
SRR2143905.141958	1	897
SRR2143896.22727	1	180
SRR2143937.15087	2	191
SRR2143949.65921	4	88
SRR2143533.34871	5	809
SRR2143842.24657	1	48
SRR2143831.42233	4	1099
SRR2144031.15063	1	1
SRR2143824.24962	1	1059
SRR2143603.39752	1	122
SRR2143818.38639	1	11
SRR2143568.20853	1	408
SRR2143856.9364	1	3534
SRR2144128.36894	1	1417
SRR2143969.29293	1	37
SRR2144024.30961	1	283
SRR2143649.8798	1	33
SRR2143926.38408	2	252
SRR2143782.11436	1	32
SRR2143613.13295	1	1038
SRR2144038.17100	2	10
SRR2143641.11542	1	585
SRR2143980.6152	1	1004
SRR2143684.24	47	51
SRR2143812.14109	1	1
SRR2143985.15915	2	194
SRR2143583.549	1	811
SRR2143817.68350	2	423
SRR2143542.41195	3	2437
