label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	sec	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	dataset	ref	region	seed	method	printref	tool	mem_mb	mem_gb	strategy	numotus	fraction_mapped	ref_weight	ref_frac	sample_frac	criteria	num_ref_seqs	num_sample_seqs	num_total_seqs	n_gaps	total_chars	check_split_passed	sobs	num_otus
0.03	0.03	16326800	3864180000	3019930	2436530	0.870144	0.999219	0.843905	0.99937	0.843905	0.998596	0.856219	0.856823	167.0472	00:02:47	1779.86	2873.72	1775.98	1777.04	823.75	1.71	0	marine	NA	NA	29	closed	TRUE	mothur	1779.86	1.73814453125	self-split	5922	0.63	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16356800	4979050000	3038700	2406520	0.8717	0.9994	0.8433	0.9995	0.8433	0.9989	0.8569	0.8573	156.9474	00:02:36	1779.88	2873.73	1776	1777.01	823.75	0.03	0	marine	NA	NA	30	open	TRUE	mothur	1779.88	1.7381640625	self-split	27667	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16343900	3862220000	3037310	2419410	0.871057	0.999214	0.843286	0.999374	0.843286	0.998595	0.856354	0.856946	154.9079	00:02:34	1779.88	2873.73	1776.02	1777.16	823.75	0.03	0	marine	NA	NA	30	closed	TRUE	mothur	1779.88	1.7381640625	self-split	6006	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16350500	4979050000	3033390	2412800	0.8714	0.9994	0.8435	0.9995	0.8435	0.9989	0.8568	0.8572	466.1222	00:07:46	1785.26	2879.4	1781.45	1782.65	823.76	0.05	0	marine	NA	NA	31	open	TRUE	mothur	1785.26	1.74341796875	self-split	27697	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16338100	3857470000	3032010	2425260	0.870744	0.999215	0.843469	0.999372	0.843469	0.998593	0.856293	0.85689	159.7633	00:02:39	1777.08	2873.72	1774.72	1774.96	30.1	0.03	0	marine	NA	NA	31	closed	TRUE	mothur	1777.08	1.7354296875	self-split	5987	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16344100	4979060000	3024400	2419250	0.8711	0.9994	0.8438	0.9995	0.8438	0.9989	0.8568	0.8572	215.9076	00:03:35	1779.91	2873.76	1776.02	1776.99	823.75	0.03	0	marine	NA	NA	32	open	TRUE	mothur	1779.91	1.738193359375	self-split	27678	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16331600	3864610000	3023080	2431680	0.870403	0.999218	0.843806	0.999371	0.843806	0.998596	0.856297	0.856898	160.1697	00:02:40	1779.91	2873.76	1772.98	1775.36	797.03	0.02	0	marine	NA	NA	32	closed	TRUE	mothur	1779.91	1.738193359375	self-split	6052	0.634	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16347000	4979060000	3025990	2416290	0.8712	0.9994	0.8438	0.9995	0.8438	0.9989	0.8569	0.8573	186.014	00:03:06	1779.89	2873.75	1776.01	1776.99	822.3	0.03	0	marine	NA	NA	33	open	TRUE	mothur	1779.89	1.738173828125	self-split	27556	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16334200	3868580000	3024620	2429120	0.870539	0.999219	0.84376	0.999372	0.84376	0.998598	0.856342	0.856941	184.1365	00:03:04	1779.89	2873.75	1776.01	1776.95	823.77	0.04	0	marine	NA	NA	33	closed	TRUE	mothur	1779.89	1.738173828125	self-split	5876	0.63	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16345300	4979060000	3025540	2418000	0.8711	0.9994	0.8438	0.9995	0.8438	0.9989	0.8568	0.8573	166.5563	00:02:46	1779.89	2873.75	1771.52	1774.38	19.96	1.9	0	marine	NA	NA	34	open	TRUE	mothur	1779.89	1.738173828125	self-split	27565	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16331900	3868580000	3024010	2431400	0.870417	0.999219	0.843768	0.999372	0.843768	0.998598	0.856286	0.856886	189.008	00:03:09	1779.9	2873.75	1776.06	1777.18	823.75	0.04	0	marine	NA	NA	34	closed	TRUE	mothur	1779.9	1.73818359375	self-split	5960	0.63	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16316600	4979090000	2999760	2446700	0.8696	0.9994	0.8447	0.9995	0.8447	0.9989	0.8565	0.857	162.3655	00:02:42	1774.31	2873.74	1771.78	1772.17	17.87	0.03	0	marine	NA	NA	35	open	TRUE	mothur	1774.31	1.732724609375	self-split	27619	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16303700	3864820000	2998420	2459630	0.868913	0.999225	0.844658	0.999364	0.844658	0.998596	0.855995	0.856614	159.2098	00:02:39	1779.89	2873.74	1776.08	1777.27	823.75	0.03	0	marine	NA	NA	35	closed	TRUE	mothur	1779.89	1.738173828125	self-split	5921	0.629	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16343300	4979060000	3026220	2419970	0.871	0.9994	0.8438	0.9995	0.8438	0.9989	0.8567	0.8572	160.4935	00:02:40	1779.86	2873.72	1775.98	1776.97	823.76	0.03	0	marine	NA	NA	36	open	TRUE	mothur	1779.86	1.73814453125	self-split	27749	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16331300	3857560000	3024980	2432000	0.870385	0.999216	0.843721	0.99937	0.843721	0.998593	0.856244	0.856846	155.4656	00:02:35	1779.87	2873.72	1775.98	1777.09	823.75	0.03	0	marine	NA	NA	36	closed	TRUE	mothur	1779.87	1.738154296875	self-split	5957	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16344200	4979060000	3021800	2419110	0.8711	0.9994	0.844	0.9995	0.844	0.9989	0.8569	0.8573	167.0224	00:02:47	1779.88	2873.74	1776.03	1777.18	823.75	1.9	0	marine	NA	NA	37	open	TRUE	mothur	1779.88	1.7381640625	self-split	27685	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16331400	3864350000	3020460	2431900	0.870391	0.999219	0.843919	0.999371	0.843919	0.998597	0.856349	0.856951	154.6758	00:02:34	1779.89	2873.74	1774.21	1775.53	812.82	0.04	0	marine	NA	NA	37	closed	TRUE	mothur	1779.89	1.738173828125	self-split	5943	0.63	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16332200	4979080000	3010750	2431150	0.8704	0.9994	0.8443	0.9995	0.8443	0.9989	0.8567	0.8572	164.5881	00:02:44	1779.88	2873.73	1771.5	1773.33	0.4	0.04	0	marine	NA	NA	38	open	TRUE	mothur	1779.88	1.7381640625	self-split	27682	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16319500	3865160000	3009440	2443820	0.869755	0.999222	0.844304	0.999368	0.844304	0.998597	0.856231	0.856841	150.8561	00:02:30	1779.88	2873.73	1775.13	1776.5	27.57	0.04	0	marine	NA	NA	38	closed	TRUE	mothur	1779.88	1.7381640625	self-split	5978	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16345700	4979060000	3028360	2417610	0.8712	0.9994	0.8437	0.9995	0.8437	0.9989	0.8568	0.8572	184.2785	00:03:04	1779.89	2873.73	1776.07	1777.28	823.75	0.03	0	marine	NA	NA	39	open	TRUE	mothur	1779.89	1.738173828125	self-split	27769	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16333100	3859760000	3027050	2430190	0.870482	0.999216	0.843646	0.999371	0.843646	0.998594	0.856253	0.856854	200.0634	00:03:20	1779.88	2873.74	1776.07	1777.25	823.75	1.72	0	marine	NA	NA	39	closed	TRUE	mothur	1779.88	1.7381640625	self-split	6047	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16353700	4979050000	3034900	2409620	0.8716	0.9994	0.8435	0.9995	0.8435	0.9989	0.8569	0.8573	157.99	00:02:37	1779.89	2873.75	1776.08	1777.29	823.75	0.03	0	marine	NA	NA	40	open	TRUE	mothur	1779.89	1.738173828125	self-split	27513	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16341000	3868570000	3033570	2422300	0.870902	0.999216	0.843425	0.999374	0.843425	0.998598	0.85635	0.856944	183.3078	00:03:03	1776.19	2873.75	1773.34	1773.86	817.13	0.03	0	marine	NA	NA	40	closed	TRUE	mothur	1776.19	1.734560546875	self-split	5902	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16351400	4979050000	3032310	2411920	0.8715	0.9994	0.8436	0.9995	0.8436	0.9989	0.8569	0.8573	157.9819	00:02:37	1779.87	2873.72	1775.98	1776.94	823.75	0.03	0	marine	NA	NA	41	open	TRUE	mothur	1779.87	1.738154296875	self-split	27721	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16338800	3859410000	3031000	2424470	0.870787	0.999215	0.84352	0.999372	0.84352	0.998594	0.85634	0.856936	192.5013	00:03:12	1779.87	2873.72	1776.06	1777.26	823.75	0.03	0	marine	NA	NA	41	closed	TRUE	mothur	1779.87	1.738154296875	self-split	5934	0.63	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16341000	4979060000	3022590	2422290	0.8709	0.9994	0.8439	0.9995	0.8439	0.9989	0.8568	0.8572	165.1674	00:02:45	1779.87	2873.73	1775.99	1777.03	815.49	0.03	0	marine	NA	NA	42	open	TRUE	mothur	1779.87	1.738154296875	self-split	27648	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16328700	3863030000	3021240	2434660	0.870244	0.999219	0.843863	0.99937	0.843863	0.998596	0.856247	0.85685	160.0498	00:02:40	1779.88	2873.73	1776	1777.02	823.75	0.03	0	marine	NA	NA	42	closed	TRUE	mothur	1779.88	1.7381640625	self-split	5955	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16340800	4979070000	3016530	2422540	0.8709	0.9994	0.8442	0.9995	0.8442	0.9989	0.8569	0.8573	159.9394	00:02:39	1779.89	2873.74	1771.51	1773.34	13.69	0.02	0	marine	NA	NA	43	open	TRUE	mothur	1779.89	1.738173828125	self-split	27736	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16328100	3859780000	3015160	2435200	0.870215	0.999219	0.844124	0.999369	0.844124	0.998596	0.856365	0.856971	180.2857	00:03:00	1776.43	2873.74	1771.6	1772.77	15.61	0.03	0	marine	NA	NA	43	closed	TRUE	mothur	1776.43	1.734794921875	self-split	5993	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16331000	4979070000	3014040	2432320	0.8704	0.9994	0.8442	0.9995	0.8442	0.9989	0.8566	0.8571	193.1371	00:03:13	1779.89	2873.75	1775.28	1776.13	812.89	0.04	0	marine	NA	NA	44	open	TRUE	mothur	1779.89	1.738173828125	self-split	27531	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16317800	3871950000	3012630	2445470	0.869667	0.999223	0.844151	0.999369	0.844151	0.998598	0.856111	0.856719	156.5186	00:02:36	1779.9	2873.75	1776.05	1777.2	823.76	0.03	0	marine	NA	NA	44	closed	TRUE	mothur	1779.9	1.73818359375	self-split	5921	0.63	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16348100	4979060000	3031350	2415170	0.8713	0.9994	0.8436	0.9995	0.8436	0.9989	0.8568	0.8572	162.7867	00:02:42	1779.9	2873.75	1771.63	1774.38	822.32	0.04	0	marine	NA	NA	45	open	TRUE	mothur	1779.9	1.73818359375	self-split	27567	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16335500	3872810000	3030090	2427800	0.870609	0.999218	0.843532	0.999374	0.843532	0.998599	0.856261	0.856857	151.6149	00:02:31	1779.89	2873.75	1776.02	1777.03	823.75	0.03	0	marine	NA	NA	45	closed	TRUE	mothur	1779.89	1.738173828125	self-split	5909	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16346500	4979060000	3023220	2416810	0.8712	0.9994	0.8439	0.9995	0.8439	0.9989	0.8569	0.8573	202.1345	00:03:22	1779.8	2873.75	1771.52	1773.34	812.48	1.91	0	marine	NA	NA	46	open	TRUE	mothur	1779.8	1.7380859375	self-split	27614	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16333400	3865410000	3021820	2429920	0.870496	0.999219	0.843876	0.999372	0.843876	0.998598	0.856379	0.856979	175.6085	00:02:55	1779.9	2873.75	1776.09	1777.28	823.75	0.05	0	marine	NA	NA	46	closed	TRUE	mothur	1779.9	1.73818359375	self-split	5926	0.63	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16332100	4979080000	3011210	2431240	0.8704	0.9994	0.8443	0.9995	0.8443	0.9989	0.8567	0.8572	224.8892	00:03:44	1780.46	2874.86	1776.75	1777.7	823.76	0.03	0	marine	NA	NA	47	open	TRUE	mothur	1780.46	1.73873046875	self-split	27644	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16319500	3866040000	3009980	2443820	0.869756	0.999222	0.844281	0.999368	0.844281	0.998597	0.85622	0.856829	181.289	00:03:01	1779.14	2873.74	1776.02	1776.59	824.27	0.02	0	marine	NA	NA	47	closed	TRUE	mothur	1779.14	1.73744140625	self-split	5949	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16343600	4979060000	3028220	2419740	0.871	0.9994	0.8437	0.9995	0.8437	0.9989	0.8567	0.8571	168.6832	00:02:48	1775.65	2873.73	1771.57	1772.24	386.81	1.92	0	marine	NA	NA	48	open	TRUE	mothur	1775.65	1.734033203125	self-split	27692	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16330800	3861170000	3026800	2432540	0.870356	0.999217	0.843637	0.99937	0.843637	0.998594	0.856187	0.856789	157.827	00:02:37	1779.88	2873.73	1776.02	1777.12	823.74	0.03	0	marine	NA	NA	48	closed	TRUE	mothur	1779.88	1.7381640625	self-split	5954	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16347500	4979060000	3027770	2415770	0.8713	0.9994	0.8437	0.9995	0.8437	0.9989	0.8568	0.8573	161.7461	00:02:41	1778.37	2873.75	1776.11	1776.63	826.7	0.04	0	marine	NA	NA	49	open	TRUE	mothur	1778.37	1.736689453125	self-split	27646	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16334100	3869290000	3026340	2429250	0.870532	0.999218	0.843684	0.999373	0.843684	0.998598	0.8563	0.856898	190.0797	00:03:10	1779.89	2873.75	1776.09	1777.29	823.75	0.03	0	marine	NA	NA	49	closed	TRUE	mothur	1779.89	1.738173828125	self-split	5891	0.627	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16339600	4979070000	3021280	2423750	0.8708	0.9994	0.8439	0.9995	0.8439	0.9989	0.8567	0.8572	167.7627	00:02:47	1774.71	2873.74	1772.26	1772.55	813.19	1.91	0	marine	NA	NA	50	open	TRUE	mothur	1774.71	1.733115234375	self-split	27622	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16327200	3865150000	3019950	2436080	0.870168	0.999219	0.843908	0.99937	0.843908	0.998596	0.856233	0.856837	164.8271	00:02:44	1779.89	2873.74	1776.08	1777.28	823.75	0.03	0	marine	NA	NA	50	closed	TRUE	mothur	1779.89	1.738173828125	self-split	5942	0.633	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16365600	4979040000	3051060	2397690	0.8722	0.9994	0.8429	0.9995	0.8429	0.9989	0.8569	0.8573	179.8281	00:02:59	1785.33	2879.48	1781.52	1782.72	822.2	0.04	0	marine	NA	NA	51	open	TRUE	mothur	1785.33	1.743486328125	self-split	27564	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16352700	3868650000	3049620	2410660	0.871523	0.999212	0.842822	0.999377	0.842822	0.998596	0.856348	0.856932	165.6428	00:02:45	1775.38	2873.75	1772.25	1772.85	812.34	1.72	0	marine	NA	NA	51	closed	TRUE	mothur	1775.38	1.73376953125	self-split	5941	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	15941900	4979250000	2836090	2821430	0.8496	0.9994	0.849	0.9994	0.849	0.9989	0.8487	0.8493	173.4663	00:02:53	1779.9	2873.75	1776.09	1777.28	822.29	1.9	0	marine	NA	NA	52	open	TRUE	mothur	1779.9	1.73818359375	self-split	27509	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	15928500	3872210000	2834680	2834780	0.848919	0.999268	0.848923	0.999268	0.848923	0.998544	0.84819	0.848921	150.6474	00:02:30	1779.9	2873.75	1771.52	1774.22	793.4	0.04	0	marine	NA	NA	52	closed	TRUE	mothur	1779.9	1.73818359375	self-split	5938	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16347100	4979060000	3027680	2416260	0.8712	0.9994	0.8437	0.9995	0.8437	0.9989	0.8568	0.8573	170.0475	00:02:50	1779.89	2873.74	1776.08	1777.28	823.75	1.9	0	marine	NA	NA	53	open	TRUE	mothur	1779.89	1.738173828125	self-split	27637	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16334700	3864170000	3026380	2428620	0.870566	0.999217	0.843688	0.999372	0.843688	0.998596	0.856317	0.856916	165.8711	00:02:45	1776.84	2873.74	1771.61	1772.89	794.35	1.73	0	marine	NA	NA	53	closed	TRUE	mothur	1776.84	1.7351953125	self-split	5971	0.633	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16310400	4979100000	2982040	2452920	0.8693	0.9994	0.8454	0.9995	0.8454	0.9989	0.8567	0.8572	160.979	00:02:40	1779.89	2873.75	1771.62	1773.05	823.75	0.03	0	marine	NA	NA	54	open	TRUE	mothur	1779.89	1.738173828125	self-split	27592	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16297500	3866160000	2980700	2465840	0.868582	0.99923	0.845385	0.999363	0.845385	0.998599	0.856202	0.856826	159.7884	00:02:39	1779.89	2873.74	1776.01	1777.03	823.75	0.03	0	marine	NA	NA	54	closed	TRUE	mothur	1779.89	1.738173828125	self-split	5990	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16354100	4979050000	3034940	2409180	0.8716	0.9994	0.8435	0.9995	0.8435	0.9989	0.8569	0.8573	155.9647	00:02:35	1775.2	2873.73	1771.61	1772.3	804.14	0.04	0	marine	NA	NA	55	open	TRUE	mothur	1775.2	1.73359375	self-split	27661	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16341300	3861340000	3033580	2422010	0.870918	0.999215	0.843427	0.999373	0.843427	0.998595	0.856358	0.856952	181.9666	00:03:01	1779.88	2873.73	1771.61	1773.43	823.75	0.03	0	marine	NA	NA	55	closed	TRUE	mothur	1779.88	1.7381640625	self-split	5992	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16343700	4979060000	3028400	2419620	0.871	0.9994	0.8437	0.9995	0.8437	0.9989	0.8567	0.8571	158.4461	00:02:38	1779.88	2873.73	1776.02	1777.13	823.74	0.03	0	marine	NA	NA	56	open	TRUE	mothur	1779.88	1.7381640625	self-split	27722	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16331400	3859410000	3027140	2431880	0.870392	0.999216	0.843628	0.99937	0.843628	0.998593	0.8562	0.856801	174.1922	00:02:54	1780.45	2874.85	1772.47	1775.17	802.32	1.71	0	marine	NA	NA	56	closed	TRUE	mothur	1780.45	1.738720703125	self-split	5965	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16335200	4979070000	3019580	2428160	0.8706	0.9994	0.844	0.9995	0.844	0.9989	0.8566	0.8571	173.5951	00:02:53	1779.89	2873.74	1771.51	1774.28	822.23	1.91	0	marine	NA	NA	57	open	TRUE	mothur	1779.89	1.738173828125	self-split	27596	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16322300	3867180000	3018240	2441000	0.869906	0.99922	0.843942	0.999369	0.843942	0.998596	0.856121	0.856727	152.6187	00:02:32	1776.61	2873.74	1773.53	1774.19	810.57	0.02	0	marine	NA	NA	57	closed	TRUE	mothur	1776.61	1.734970703125	self-split	5958	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16341100	4979070000	3019340	2422210	0.8709	0.9994	0.844	0.9995	0.844	0.9989	0.8568	0.8573	159.8373	00:02:39	1778.71	2873.74	1771.61	1773.07	827.61	0.04	0	marine	NA	NA	58	open	TRUE	mothur	1778.71	1.737021484375	self-split	27750	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16328600	3857480000	3018010	2434710	0.870241	0.999218	0.844003	0.999369	0.844003	0.998594	0.856317	0.856921	161.0345	00:02:41	1779.88	2873.74	1776	1777.03	815.49	0.03	0	marine	NA	NA	58	closed	TRUE	mothur	1779.88	1.7381640625	self-split	6002	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16352800	4979050000	3035500	2410470	0.8715	0.9994	0.8434	0.9995	0.8434	0.9989	0.8568	0.8573	156.3787	00:02:36	1779.88	2873.73	1775.99	1777.12	823.75	0.03	0	marine	NA	NA	59	open	TRUE	mothur	1779.88	1.7381640625	self-split	27636	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16341200	3866100000	3034180	2422160	0.87091	0.999216	0.8434	0.999374	0.8434	0.998597	0.85634	0.856934	210.578	00:03:30	1779.88	2873.73	1775.99	1776.98	823.62	0.03	0	marine	NA	NA	59	closed	TRUE	mothur	1779.88	1.7381640625	self-split	5917	0.632	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16355800	4979050000	3037010	2407480	0.8717	0.9994	0.8434	0.9995	0.8434	0.9989	0.8569	0.8573	209.7197	00:03:29	1785.11	2879.48	1781.45	1782.42	823.75	0.04	0	marine	NA	NA	60	open	TRUE	mothur	1785.11	1.743271484375	self-split	27556	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16343000	3873250000	3035630	2420280	0.87101	0.999217	0.843352	0.999376	0.843352	0.998599	0.856367	0.856958	168.2937	00:02:48	1780.39	2874.88	1776.75	1777.77	823.75	1.71	0	marine	NA	NA	60	closed	TRUE	mothur	1780.39	1.738662109375	self-split	5917	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16349600	4979050000	3032850	2413680	0.8714	0.9994	0.8435	0.9995	0.8435	0.9989	0.8568	0.8572	222.7336	00:03:42	1777.76	2874.86	1772.36	1773.69	321.34	0.03	0	marine	NA	NA	61	open	TRUE	mothur	1777.76	1.73609375	self-split	27737	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16336800	3859410000	3031420	2426500	0.870679	0.999215	0.843485	0.999372	0.843485	0.998594	0.856268	0.856866	204.7921	00:03:24	1775.36	2873.73	1772.71	1773.15	734	1.72	0	marine	NA	NA	61	closed	TRUE	mothur	1775.36	1.73375	self-split	5999	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16345300	4979060000	3023460	2418060	0.8711	0.9994	0.8439	0.9995	0.8439	0.9989	0.8569	0.8573	157.2523	00:02:37	1775.81	2873.75	1771.63	1772.78	810.67	0.02	0	marine	NA	NA	62	open	TRUE	mothur	1775.81	1.734189453125	self-split	27698	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16332800	3863210000	3022100	2430500	0.870465	0.999218	0.843859	0.999371	0.843859	0.998596	0.856355	0.856956	157.144	00:02:37	1774.41	2873.75	1771.65	1771.98	187.05	0.03	0	marine	NA	NA	62	closed	TRUE	mothur	1774.41	1.732822265625	self-split	6118	0.635	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16340700	4979070000	3020940	2422610	0.8709	0.9994	0.844	0.9995	0.844	0.9989	0.8568	0.8572	159.932	00:02:39	1779.87	2873.73	1775.99	1776.95	823.76	0.03	0	marine	NA	NA	63	open	TRUE	mothur	1779.87	1.738154296875	self-split	27804	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16328500	3854220000	3019660	2434860	0.870233	0.999217	0.84393	0.999369	0.84393	0.998593	0.856275	0.85688	172.2735	00:02:52	1779.87	2873.73	1775.98	1776.95	823.75	1.71	0	marine	NA	NA	63	closed	TRUE	mothur	1779.87	1.738154296875	self-split	6020	0.631	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16346400	4979060000	3024180	2416920	0.8712	0.9994	0.8439	0.9995	0.8439	0.9989	0.8569	0.8573	171.9804	00:02:51	1780.98	2874.26	1777.19	1778.39	823.75	1.9	0	marine	NA	NA	64	open	TRUE	mothur	1780.98	1.73923828125	self-split	27542	1	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
0.03	0.03	16333900	3867440000	3022890	2429450	0.870521	0.999219	0.84383300000000006	0.999372	0.84383300000000006	0.998598	0.85637	0.856969	154.1057	00:02:34	1779.89	2873.75	1776.02	1777.03	822.32	0.04	0	marine	NA	NA	64	closed	TRUE	mothur	1779.89	1.738173828125	self-split	5917	0.63	simple	0.2	0.8	NA	20002	80007	100009	35200366	60505445	TRUE	NA	NA
